"date","lat","long","hour","temp","humidity","dew","precip","precipprob","windspeed","winddir","conditions"
"2023-04-29",151.21,-33.87,8,65.2,83.63,60.1,0,0,0.4,360,"Overcast"
"2023-04-29",151.21,-33.87,9,65.3,86.16,61,0.003,100,3.6,292,"Rain, Overcast"
"2023-04-29",151.21,-33.87,10,64.7,91.97,62.3,0,0,3.6,310,"Overcast"
"2023-04-29",151.21,-33.87,11,64.6,92.79,62.5,0,0,2.7,292,"Overcast"
"2023-04-29",151.21,-33.87,12,64.6,92.92,62.5,0,0,6.4,292,"Overcast"
"2023-04-29",151.21,-33.87,13,64.1,93.68,62.2,0,0,5.4,301,"Overcast"
"2023-04-29",151.21,-33.87,14,64.5,93.06,62.5,0,0,5,234,"Overcast"
"2023-04-29",151.21,-33.87,15,64.8,92.59,62.6,0.08,100,4.8,268,"Rain, Overcast"
"2023-04-29",151.21,-33.87,16,64.4,90.96,61.7,0,0,5.1,252,"Overcast"
"2023-04-29",151.21,-33.87,17,64,92.52,61.7,0,0,5.4,246,"Overcast"
"2023-04-29",151.21,-33.87,18,63.5,94.24,61.8,0,0,8.4,227,"Overcast"
"2023-04-29",151.21,-33.87,19,63.2,96.39,62.2,0,0,8.9,190,"Overcast"
"2023-04-29",151.21,-33.87,20,63.6,96.53,62.6,0,0,9.2,186,"Overcast"
"2023-04-29",151.21,-33.87,21,62.7,97.8,62.1,0.548,100,7,210,"Rain, Overcast"
"2023-04-29",151.21,-33.87,22,62,98.86,61.6,0,0,8.2,237,"Overcast"
"2023-04-29",151.21,-33.87,23,60.4,98.21,59.9,0,0,11.5,314,"Overcast"
"2023-04-29",144.96,-37.81,0,53.4,93.07,51.4,0,0,3.3,6,"Partially cloudy"
"2023-04-29",144.96,-37.81,1,52.3,99.4,52.2,0,0,0.7,297,"Overcast"
"2023-04-29",144.96,-37.81,2,50.5,99.75,50.4,0,0,1,284,"Overcast"
"2023-04-29",144.96,-37.81,3,49.1,99.06,48.8,0.001,100,0.9,310,"Rain, Partially cloudy"
"2023-04-29",144.96,-37.81,4,49,91.4,46.6,0,0,1.9,274,"Clear"
"2023-04-29",144.96,-37.81,5,48.8,88.67,45.6,0,0,3.7,247,"Clear"
"2023-04-29",144.96,-37.81,6,48,87.79,44.5,0,0,3.5,273,"Partially cloudy"
"2023-04-29",144.96,-37.81,7,47.7,86.79,43.9,0,0,2.6,261,"Clear"
"2023-04-29",144.96,-37.81,8,49.2,81.87,43.9,0,0,3.6,30,"Clear"
"2023-04-29",144.96,-37.81,9,52.3,73.64,44.1,0.026,100,3.5,326,"Rain, Partially cloudy"
"2023-04-29",144.96,-37.81,10,54.3,72.03,45.4,0,0,6.3,266,"Clear"
"2023-04-29",144.96,-37.81,11,56.7,67.95,46.2,0,0,7,209,"Clear"
"2023-04-29",144.96,-37.81,12,57.9,65.13,46.3,0,0,5.8,182,"Partially cloudy"
"2023-04-29",144.96,-37.81,13,59.1,57.66,44.2,0,0,6.2,184,"Clear"
"2023-04-29",144.96,-37.81,14,59.2,53.3,42.2,0,0,6.8,185,"Clear"
"2023-04-29",144.96,-37.81,15,59.8,54.74,43.5,0,0,5.8,198,"Partially cloudy"
"2023-04-29",144.96,-37.81,16,59.4,55.04,43.2,0,0,6.1,199,"Clear"
"2023-04-29",144.96,-37.81,17,57.4,57.62,42.6,0,0,5.1,180,"Clear"
"2023-04-29",144.96,-37.81,18,53,71.36,44,0,0,3.2,166,"Clear"
"2023-04-29",144.96,-37.81,19,51.3,77.71,44.6,0,0,2.5,109,"Clear"
"2023-04-29",144.96,-37.81,20,50.4,83.6,45.6,0,0,0.9,119,"Clear"
"2023-04-29",144.96,-37.81,21,48,90.85,45.5,0,0,0.3,11,"Partially cloudy"
"2023-04-29",144.96,-37.81,22,47,94.61,45.5,0,0,0.8,358,"Clear"
"2023-04-29",144.96,-37.81,23,46.5,95.69,45.4,0,0,0.8,323,"Clear"
"2023-04-29",144.96,-37.81,0,53.4,93.07,51.4,0,0,3.3,6,"Partially cloudy"
"2023-04-29",144.96,-37.81,1,52.3,99.4,52.2,0,0,0.7,297,"Overcast"
"2023-04-29",144.96,-37.81,2,50.5,99.75,50.4,0,0,1,284,"Overcast"
"2023-04-29",144.96,-37.81,3,49.1,99.06,48.8,0.001,100,0.9,310,"Rain, Partially cloudy"
"2023-04-29",144.96,-37.81,4,49,91.4,46.6,0,0,1.9,274,"Clear"
"2023-04-29",144.96,-37.81,5,48.8,88.67,45.6,0,0,3.7,247,"Clear"
"2023-04-29",144.96,-37.81,6,48,87.79,44.5,0,0,3.5,273,"Partially cloudy"
"2023-04-29",144.96,-37.81,7,47.7,86.79,43.9,0,0,2.6,261,"Clear"
"2023-04-29",144.96,-37.81,8,49.2,81.87,43.9,0,0,3.6,30,"Clear"
"2023-04-29",144.96,-37.81,9,52.3,73.64,44.1,0.026,100,3.5,326,"Rain, Partially cloudy"
"2023-04-29",144.96,-37.81,10,54.3,72.03,45.4,0,0,6.3,266,"Clear"
"2023-04-29",144.96,-37.81,11,56.7,67.95,46.2,0,0,7,209,"Clear"
"2023-04-29",144.96,-37.81,12,57.9,65.13,46.3,0,0,5.8,182,"Partially cloudy"
"2023-04-29",144.96,-37.81,13,59.1,57.66,44.2,0,0,6.2,184,"Clear"
"2023-04-29",144.96,-37.81,14,59.2,53.3,42.2,0,0,6.8,185,"Clear"
"2023-04-29",144.96,-37.81,15,59.8,54.74,43.5,0,0,5.8,198,"Partially cloudy"
"2023-04-29",144.96,-37.81,16,59.4,55.04,43.2,0,0,6.1,199,"Clear"
"2023-04-29",144.96,-37.81,17,57.4,57.62,42.6,0,0,5.1,180,"Clear"
"2023-04-29",144.96,-37.81,18,53,71.36,44,0,0,3.2,166,"Clear"
"2023-04-29",144.96,-37.81,19,51.3,77.71,44.6,0,0,2.5,109,"Clear"
"2023-04-29",144.96,-37.81,20,50.4,83.6,45.6,0,0,0.9,119,"Clear"
"2023-04-29",144.96,-37.81,21,48,90.85,45.5,0,0,0.3,11,"Partially cloudy"
"2023-04-29",144.96,-37.81,22,47,94.61,45.5,0,0,0.8,358,"Clear"
"2023-04-29",144.96,-37.81,23,46.5,95.69,45.4,0,0,0.8,323,"Clear"
"2023-04-29",122.25,-18,0,77.3,50.18,57.3,0,0,5.8,110,"Clear"
"2023-04-29",122.25,-18,1,73,61.63,59.1,0,0,4.7,70,"Partially cloudy"
"2023-04-29",122.25,-18,2,71.9,62.91,58.6,0,0,4.7,100,"Clear"
"2023-04-29",122.25,-18,3,71.6,56.84,55.5,0,0,5.8,100,"Clear"
"2023-04-29",122.25,-18,4,77.1,44.59,53.9,0,0,8.1,110,"Clear"
"2023-04-29",122.25,-18,5,76.8,43.97,53.2,0,0,8.1,110,"Clear"
"2023-04-29",122.25,-18,6,75.3,43.59,51.6,0,0,9.2,110,"Clear"
"2023-04-29",122.25,-18,7,75.3,44.31,52.1,0,0,8.1,110,"Clear"
"2023-04-29",122.25,-18,8,77.3,40.14,51.2,0,0,10.3,110,"Overcast"
"2023-04-29",122.25,-18,9,80.2,37.38,51.9,0,0,12.8,110,"Overcast"
"2023-04-29",122.25,-18,10,84,30.94,50.1,0,0,12.8,100,"Clear"
"2023-04-29",122.25,-18,11,85.8,33.02,53.4,0,0,12.8,120,"Clear"
"2023-04-29",122.25,-18,12,87.8,31,53.4,0,0,12.8,120,"Clear"
"2023-04-29",122.25,-18,13,89.2,32.24,55.7,0,0,11.4,120,"Clear"
"2023-04-29",122.25,-18,14,88.1,34.81,56.8,0,0,10.3,130,"Partially cloudy"
"2023-04-29",122.25,-18,15,89.2,32.24,55.7,0,0,10.3,150,"Partially cloudy"
"2023-04-29",122.25,-18,16,87.6,33.3,55.2,0,0,9.2,150,"Clear"
"2023-04-29",122.25,-18,17,85.8,42.4,60.4,0,0,6.9,150,"Partially cloudy"
"2023-04-29",122.25,-18,18,82.7,47.82,60.9,0,0,4.7,150,"Overcast"
"2023-04-29",122.25,-18,19,83.8,45.32,60.4,0,0,6.9,160,"Overcast"
"2023-04-29",122.25,-18,20,82,52.34,62.9,0,0,6.9,160,"Overcast"
"2023-04-29",122.25,-18,21,80.4,50.48,60.4,0,0,6.9,150,"Overcast"
"2023-04-29",122.25,-18,22,80.4,39.7,53.7,0,0,10.3,150,"Partially cloudy"
"2023-04-29",122.25,-18,23,78.9,40.93,53.2,0,0,13.9,150,"Clear"
"2023-04-30",144.96,-37.81,0,45.7,98.48,45.3,0,0,1.1,325,"Clear"
"2023-04-30",144.96,-37.81,1,45.1,99.03,44.8,0,0,1,336,"Clear"
"2023-04-30",144.96,-37.81,2,44.2,98.92,43.9,0,0,0.9,330,"Clear"
"2023-04-30",144.96,-37.81,3,43.2,96.65,42.3,0,0,0.5,351,"Clear"
"2023-04-30",144.96,-37.81,4,42.6,94.16,41,0,0,4.1,32,"Clear"
"2023-04-30",144.96,-37.81,5,42.4,94.46,41,0,0,4.3,34,"Clear"
"2023-04-30",144.96,-37.81,6,41.8,92.77,39.8,0,0,4.2,53,"Clear"
"2023-04-30",144.96,-37.81,7,40.4,92.95,38.5,0,0,5.2,19,"Clear"
"2023-04-30",144.96,-37.81,8,42,92.05,39.9,0,0,2.6,43,"Clear"
"2023-04-30",144.96,-37.81,9,47.3,82.46,42.2,0.007,100,3,4,"Rain"
"2023-04-30",144.96,-37.81,10,53.5,70.78,44.2,0,0,1.4,39,"Clear"
"2023-04-30",144.96,-37.81,11,55.8,68.07,45.4,0,0,5.6,206,"Clear"
"2023-04-30",144.96,-37.81,12,57.6,67.23,46.9,0,0,5.8,197,"Clear"
"2023-04-30",144.96,-37.81,13,60,60.89,46.4,0,0,7,194,"Clear"
"2023-04-30",144.96,-37.81,14,60.6,53.77,43.8,0,0,8.2,201,"Clear"
"2023-04-30",144.96,-37.81,15,60.3,52.57,42.9,0,0,7.3,193,"Clear"
"2023-04-30",144.96,-37.81,16,60.5,54.35,43.9,0,0,6.5,199,"Clear"
"2023-04-30",144.96,-37.81,17,58.6,58.18,43.9,0,0,5.3,193,"Clear"
"2023-04-30",144.96,-37.81,18,54.4,71.31,45.3,0,0,1,183,"Clear"
"2023-04-30",144.96,-37.81,19,51.2,83.72,46.5,0,0,0.9,180,"Clear"
"2023-04-30",144.96,-37.81,20,51.5,78.77,45.1,0,0,3.1,177,"Clear"
"2023-04-30",144.96,-37.81,21,50.9,79.45,44.8,0,0,2.4,114,"Clear"
"2023-04-30",144.96,-37.81,22,48.6,88.12,45.3,0,0,1.1,171,"Clear"
"2023-04-30",144.96,-37.81,23,47.2,93.37,45.4,0,0,1,258,"Clear"
"2023-04-30",144.96,-37.81,0,45.7,98.48,45.3,0,0,1.1,325,"Clear"
"2023-04-30",144.96,-37.81,1,45.1,99.03,44.8,0,0,1,336,"Clear"
"2023-04-30",144.96,-37.81,2,44.2,98.92,43.9,0,0,0.9,330,"Clear"
"2023-04-30",144.96,-37.81,3,43.2,96.65,42.3,0,0,0.5,351,"Clear"
"2023-04-30",144.96,-37.81,4,42.6,94.16,41,0,0,4.1,32,"Clear"
"2023-04-30",144.96,-37.81,5,42.4,94.46,41,0,0,4.3,34,"Clear"
"2023-04-30",144.96,-37.81,6,41.8,92.77,39.8,0,0,4.2,53,"Clear"
"2023-04-30",144.96,-37.81,7,40.4,92.95,38.5,0,0,5.2,19,"Clear"
"2023-04-30",144.96,-37.81,8,42,92.05,39.9,0,0,2.6,43,"Clear"
"2023-04-30",144.96,-37.81,9,47.3,82.46,42.2,0.007,100,3,4,"Rain"
"2023-04-30",144.96,-37.81,10,53.5,70.78,44.2,0,0,1.4,39,"Clear"
"2023-04-30",144.96,-37.81,11,55.8,68.07,45.4,0,0,5.6,206,"Clear"
"2023-04-30",144.96,-37.81,12,57.6,67.23,46.9,0,0,5.8,197,"Clear"
"2023-04-30",144.96,-37.81,13,60,60.89,46.4,0,0,7,194,"Clear"
"2023-04-30",144.96,-37.81,14,60.6,53.77,43.8,0,0,8.2,201,"Clear"
"2023-04-30",144.96,-37.81,15,60.3,52.57,42.9,0,0,7.3,193,"Clear"
"2023-04-30",144.96,-37.81,16,60.5,54.35,43.9,0,0,6.5,199,"Clear"
"2023-04-30",144.96,-37.81,17,58.6,58.18,43.9,0,0,5.3,193,"Clear"
"2023-04-30",144.96,-37.81,18,54.4,71.31,45.3,0,0,1,183,"Clear"
"2023-04-30",144.96,-37.81,19,51.2,83.72,46.5,0,0,0.9,180,"Clear"
"2023-04-30",144.96,-37.81,20,51.5,78.77,45.1,0,0,3.1,177,"Clear"
"2023-04-30",144.96,-37.81,21,50.9,79.45,44.8,0,0,2.4,114,"Clear"
"2023-04-30",144.96,-37.81,22,48.6,88.12,45.3,0,0,1.1,171,"Clear"
"2023-04-30",144.96,-37.81,23,47.2,93.37,45.4,0,0,1,258,"Clear"
"2023-04-30",138.6,-34.93,0,50.9,93.19,49,0,0,7.3,4,"Partially cloudy"
"2023-04-30",138.6,-34.93,1,50.6,92.6,48.5,0,0,6.4,7,"Partially cloudy"
"2023-04-30",138.6,-34.93,2,51.1,90.11,48.3,0.011,100,7.3,9,"Rain, Partially cloudy"
"2023-04-30",138.6,-34.93,3,51,89.25,47.9,0,0,8,12,"Clear"
"2023-04-30",138.6,-34.93,4,49.9,91.79,47.6,0,0,7,18,"Partially cloudy"
"2023-04-30",138.6,-34.93,5,50.5,92.12,48.3,0,0,8.7,11,"Overcast"
"2023-04-30",138.6,-34.93,6,50.6,92.3,48.5,0,0,8.9,24,"Partially cloudy"
"2023-04-30",138.6,-34.93,7,51.4,90.24,48.6,0,0,7.9,18,"Partially cloudy"
"2023-04-30",138.6,-34.93,8,53.4,87.09,49.6,0,0,8.1,8,"Overcast"
"2023-04-30",138.6,-34.93,9,53.7,90.23,50.9,0,0,8.6,12,"Partially cloudy"
"2023-04-30",138.6,-34.93,10,55.7,84.93,51.3,0,0,7.6,3,"Partially cloudy"
"2023-04-30",138.6,-34.93,11,57.4,88.49,54,0,0,8.3,2,"Overcast"
"2023-04-30",138.6,-34.93,12,59.4,85.08,54.9,0,0,7.8,1,"Partially cloudy"
"2023-04-30",138.6,-34.93,13,59,87.05,55.2,0,0,9.5,330,"Overcast"
"2023-04-30",138.6,-34.93,14,58.9,89.93,56,0.017,100,9,299,"Rain, Overcast"
"2023-04-30",138.6,-34.93,15,59.5,87.56,55.8,0,0,7.7,317,"Partially cloudy"
"2023-04-30",138.6,-34.93,16,59.1,88.38,55.7,0,0,9.4,312,"Partially cloudy"
"2023-04-30",138.6,-34.93,17,58.8,91.12,56.2,0,0,4.4,27,"Overcast"
"2023-04-30",138.6,-34.93,18,58.4,92.14,56.1,0,0,5,50,"Partially cloudy"
"2023-04-30",138.6,-34.93,19,57.8,94.26,56.2,0,0,4.9,32,"Partially cloudy"
"2023-04-30",138.6,-34.93,20,58,95.44,56.7,0.062,100,4.4,21,"Rain, Overcast"
"2023-04-30",138.6,-34.93,21,58,95.65,56.8,0,0,4.6,27,"Partially cloudy"
"2023-04-30",138.6,-34.93,22,57.7,95.42,56.4,0,0,6.1,2,"Partially cloudy"
"2023-04-30",138.6,-34.93,23,57.8,96.37,56.8,0,0,4.8,344,"Overcast"
"2023-05-05",144.96,-37.81,0,54.7,59.74,41,0,0,6.4,323,"Overcast"
"2023-05-05",144.96,-37.81,1,53.8,62.5,41.3,0,0,5.6,357,"Clear"
"2023-05-05",144.96,-37.81,2,53.3,62.88,40.9,0,0,5.7,342,"Clear"
"2023-05-05",144.96,-37.81,3,53.2,62.45,40.7,0,0,5.7,360,"Partially cloudy"
"2023-05-05",144.96,-37.81,4,52.6,63.67,40.6,0,0,7,360,"Clear"
"2023-05-05",144.96,-37.81,5,52.4,64.2,40.7,0,0,7.1,360,"Clear"
"2023-05-05",144.96,-37.81,6,51,66.72,40.3,0,0,6.3,353,"Partially cloudy"
"2023-05-05",144.96,-37.81,7,50.8,67.32,40.4,0,0,7.2,354,"Overcast"
"2023-05-05",144.96,-37.81,8,50.9,68.64,41,0,0,8.9,354,"Overcast"
"2023-05-05",144.96,-37.81,9,54.3,63.14,42,0,0,9.5,2,"Clear"
"2023-05-05",144.96,-37.81,10,58.3,56.59,42.9,0,0,13.8,359,"Overcast"
"2023-05-05",144.96,-37.81,11,61.1,53.42,44,0,0,12.2,351,"Overcast"
"2023-05-05",144.96,-37.81,12,61.9,49.48,42.8,0,0,15.1,352,"Overcast"
"2023-05-05",144.96,-37.81,13,61.8,49.99,43,0,0,14.3,335,"Overcast"
"2023-05-05",144.96,-37.81,14,61.3,50.9,42.9,0,0,13.1,341,"Overcast"
"2023-05-05",144.96,-37.81,15,61.4,53.23,44.3,0,0,13.1,343,"Partially cloudy"
"2023-05-05",144.96,-37.81,16,59.7,57.8,44.8,0,0,10.9,1,"Overcast"
"2023-05-05",144.96,-37.81,17,59.7,55.7,43.8,0,0,10.6,360,"Overcast"
"2023-05-05",144.96,-37.81,18,58.3,61.14,45,0,0,9.4,353,"Overcast"
"2023-05-05",144.96,-37.81,19,58.1,62.24,45.3,0,0,8.7,8,"Overcast"
"2023-05-05",144.96,-37.81,20,58.8,59.12,44.5,0,0,9,342,"Overcast"
"2023-05-05",144.96,-37.81,21,56.3,75.41,48.6,0,0,7.6,245,"Overcast"
"2023-05-05",144.96,-37.81,22,52.6,92.39,50.4,0,0,6,272,"Overcast"
"2023-05-05",144.96,-37.81,23,52.1,95.99,51,0,0,5.2,319,"Overcast"
"2023-05-06",144.96,-37.81,0,52.1,96.14,51,0,0,5.2,342,"Overcast"
"2023-05-06",144.96,-37.81,1,51.7,97.55,51,0,0,5.8,358,"Overcast"
"2023-05-06",144.96,-37.81,2,51.6,92.52,49.5,0,0,7.3,328,"Overcast"
"2023-05-06",144.96,-37.81,3,51.1,92.52,49,0.237,100,6.5,325,"Rain, Overcast"
"2023-05-06",144.96,-37.81,4,50.8,95.82,49.6,0,0,3.6,288,"Overcast"
"2023-05-06",144.96,-37.81,5,50.3,98.84,50,0,0,4.3,229,"Overcast"
"2023-05-06",144.96,-37.81,6,50.6,99.27,50.4,0,0,5,163,"Overcast"
"2023-05-06",144.96,-37.81,7,50.3,94.95,48.9,0,0,4.4,170,"Overcast"
"2023-05-06",144.96,-37.81,8,49.9,95.19,48.6,0,0,2.8,251,"Overcast"
"2023-05-06",144.96,-37.81,9,50,94.57,48.5,0.068,100,1.4,215,"Rain, Overcast"
"2023-05-06",144.96,-37.81,10,50.6,91.02,48.1,0,0,2.3,98,"Overcast"
"2023-05-06",144.96,-37.81,11,51.8,85.77,47.7,0,0,1.2,184,"Overcast"
"2023-05-06",144.96,-37.81,12,51.5,83.49,46.7,0,0,4.4,218,"Overcast"
"2023-05-06",144.96,-37.81,13,52.8,74.11,44.8,0,0,4.2,199,"Overcast"
"2023-05-06",144.96,-37.81,14,53.6,66.47,42.7,0,0,7.9,195,"Overcast"
"2023-05-06",144.96,-37.81,15,53.1,68.04,42.9,0.07,100,7.1,232,"Rain, Overcast"
"2023-05-06",144.96,-37.81,16,51.3,70.12,41.9,0,0,10.4,203,"Overcast"
"2023-05-06",144.96,-37.81,17,50.3,69.74,40.8,0,0,6.3,203,"Overcast"
"2023-05-06",144.96,-37.81,18,50,75.88,42.7,0,0,3.8,257,"Partially cloudy"
"2023-05-06",144.96,-37.81,19,47.6,85.45,43.5,0,0,7.3,219,"Overcast"
"2023-05-06",144.96,-37.81,20,47.1,85.52,43,0,0,3.3,6,"Partially cloudy"
"2023-05-06",144.96,-37.81,21,46.8,87,43.2,0.076,100,5.3,355,"Rain, Overcast"
"2023-05-06",144.96,-37.81,22,46.1,93.32,44.3,0,0,4.5,225,"Overcast"
"2023-05-06",144.96,-37.81,23,45.7,92.04,43.5,0,0,3.7,253,"Overcast"
"2023-05-06",144.96,-37.81,0,52.1,96.14,51,0,0,5.2,342,"Overcast"
"2023-05-06",144.96,-37.81,1,51.7,97.55,51,0,0,5.8,358,"Overcast"
"2023-05-06",144.96,-37.81,2,51.6,92.52,49.5,0,0,7.3,328,"Overcast"
"2023-05-06",144.96,-37.81,3,51.1,92.52,49,0.237,100,6.5,325,"Rain, Overcast"
"2023-05-06",144.96,-37.81,4,50.8,95.82,49.6,0,0,3.6,288,"Overcast"
"2023-05-06",144.96,-37.81,5,50.3,98.84,50,0,0,4.3,229,"Overcast"
"2023-05-06",144.96,-37.81,6,50.6,99.27,50.4,0,0,5,163,"Overcast"
"2023-05-06",144.96,-37.81,7,50.3,94.95,48.9,0,0,4.4,170,"Overcast"
"2023-05-06",144.96,-37.81,8,49.9,95.19,48.6,0,0,2.8,251,"Overcast"
"2023-05-06",144.96,-37.81,9,50,94.57,48.5,0.068,100,1.4,215,"Rain, Overcast"
"2023-05-06",144.96,-37.81,10,50.6,91.02,48.1,0,0,2.3,98,"Overcast"
"2023-05-06",144.96,-37.81,11,51.8,85.77,47.7,0,0,1.2,184,"Overcast"
"2023-05-06",144.96,-37.81,12,51.5,83.49,46.7,0,0,4.4,218,"Overcast"
"2023-05-06",144.96,-37.81,13,52.8,74.11,44.8,0,0,4.2,199,"Overcast"
"2023-05-06",144.96,-37.81,14,53.6,66.47,42.7,0,0,7.9,195,"Overcast"
"2023-05-06",144.96,-37.81,15,53.1,68.04,42.9,0.07,100,7.1,232,"Rain, Overcast"
"2023-05-06",144.96,-37.81,16,51.3,70.12,41.9,0,0,10.4,203,"Overcast"
"2023-05-06",144.96,-37.81,17,50.3,69.74,40.8,0,0,6.3,203,"Overcast"
"2023-05-06",144.96,-37.81,18,50,75.88,42.7,0,0,3.8,257,"Partially cloudy"
"2023-05-06",144.96,-37.81,19,47.6,85.45,43.5,0,0,7.3,219,"Overcast"
"2023-05-06",144.96,-37.81,20,47.1,85.52,43,0,0,3.3,6,"Partially cloudy"
"2023-05-06",144.96,-37.81,21,46.8,87,43.2,0.076,100,5.3,355,"Rain, Overcast"
"2023-05-06",144.96,-37.81,22,46.1,93.32,44.3,0,0,4.5,225,"Overcast"
"2023-05-06",144.96,-37.81,23,45.7,92.04,43.5,0,0,3.7,253,"Overcast"
"2023-05-06",153.02,-27.46,0,59.8,93.56,58,0,0,1.7,232,"Clear"
"2023-05-06",153.02,-27.46,1,59.7,89.46,56.6,0,0,1.8,244,"Clear"
"2023-05-06",153.02,-27.46,2,60.4,86.28,56.3,0,0,3.2,216,"Clear"
"2023-05-06",153.02,-27.46,3,58.9,88.04,55.4,0,0,2.7,209,"Clear"
"2023-05-06",153.02,-27.46,4,58.6,88.51,55.2,0,0,3.2,242,"Clear"
"2023-05-06",153.02,-27.46,5,57.1,90.36,54.3,0,0,3.2,233,"Clear"
"2023-05-06",153.02,-27.46,6,57,90.04,54.1,0,0,3.9,219,"Clear"
"2023-05-06",153.02,-27.46,7,58.1,89.13,55,0,0,4.3,218,"Clear"
"2023-05-06",153.02,-27.46,8,62.6,78.79,55.9,0,0,3.3,219,"Clear"
"2023-05-06",153.02,-27.46,9,67.3,70.78,57.5,0,0,5.6,216,"Clear"
"2023-05-06",153.02,-27.46,10,71.6,60.66,57.3,0,0,4.1,250,"Clear"
"2023-05-06",153.02,-27.46,11,74.5,52.22,55.8,0,0,2.9,57,"Clear"
"2023-05-06",153.02,-27.46,12,76,45.66,53.5,0,0,4.1,92,"Clear"
"2023-05-06",153.02,-27.46,13,78.3,42.67,53.7,0,0,3,344,"Clear"
"2023-05-06",153.02,-27.46,14,76.1,47.86,54.9,0,0,6.4,65,"Clear"
"2023-05-06",153.02,-27.46,15,75.2,50.22,55.4,0,0,7.4,57,"Partially cloudy"
"2023-05-06",153.02,-27.46,16,73.4,55.82,56.7,0,0,6.5,58,"Clear"
"2023-05-06",153.02,-27.46,17,70.7,64.05,57.9,0,0,4.5,49,"Partially cloudy"
"2023-05-06",153.02,-27.46,18,69.3,69.5,58.9,0,0,2.4,18,"Partially cloudy"
"2023-05-06",153.02,-27.46,19,67.6,74.84,59.3,0,0,3,13,"Partially cloudy"
"2023-05-06",153.02,-27.46,20,67.3,74.31,58.8,0,0,2.9,359,"Partially cloudy"
"2023-05-06",153.02,-27.46,21,65.1,78.75,58.3,0,0,2,359,"Partially cloudy"
"2023-05-06",153.02,-27.46,22,62.7,84.99,58.1,0,0,0.6,297,"Partially cloudy"
"2023-05-06",153.02,-27.46,23,60.8,89.33,57.6,0,0,0.5,355,"Overcast"
"2023-05-06",151.21,-33.87,0,58.1,84.23,53.4,0,0,2.8,288,"Clear"
"2023-05-06",151.21,-33.87,1,56.3,87.21,52.5,0,0,2.8,287,"Clear"
"2023-05-06",151.21,-33.87,2,55.1,84.55,50.6,0,0,4.7,305,"Clear"
"2023-05-06",151.21,-33.87,3,53.6,81.46,48.1,0,0,4.3,323,"Clear"
"2023-05-06",151.21,-33.87,4,51.9,85.08,47.5,0,0,3.9,341,"Clear"
"2023-05-06",151.21,-33.87,5,51.4,87.55,47.9,0,0,2.9,304,"Clear"
"2023-05-06",151.21,-33.87,6,50.9,82.69,45.8,0,0,3,272,"Clear"
"2023-05-06",151.21,-33.87,7,50.6,88.38,47.3,0,0,3.5,285,"Partially cloudy"
"2023-05-06",151.21,-33.87,8,52.6,84.07,48,0,0,4.6,302,"Partially cloudy"
"2023-05-06",151.21,-33.87,9,56.8,75.06,49,0,0,5.6,266,"Partially cloudy"
"2023-05-06",151.21,-33.87,10,60.8,64.77,48.9,0,0,6.3,283,"Clear"
"2023-05-06",151.21,-33.87,11,64.7,50.01,45.7,0,0,9.2,243,"Clear"
"2023-05-06",151.21,-33.87,12,67.6,47.78,47.1,0,0,9.5,251,"Clear"
"2023-05-06",151.21,-33.87,13,70,41.02,45.2,0,0,8.3,277,"Clear"
"2023-05-06",151.21,-33.87,14,70.6,39.14,44.6,0,0,8.7,261,"Clear"
"2023-05-06",151.21,-33.87,15,71.6,40.33,46.2,0,0,7.9,353,"Clear"
"2023-05-06",151.21,-33.87,16,68.4,42.87,44.9,0,0,8,90,"Clear"
"2023-05-06",151.21,-33.87,17,64,54.91,47.5,0,0,7.2,126,"Clear"
"2023-05-06",151.21,-33.87,18,62.2,61.68,48.9,0,0,3.5,125,"Partially cloudy"
"2023-05-06",151.21,-33.87,19,60.8,71.24,51.4,0,0,2.4,118,"Partially cloudy"
"2023-05-06",151.21,-33.87,20,59.2,69.4,49.2,0,0,0.2,350,"Partially cloudy"
"2023-05-06",151.21,-33.87,21,57.8,81.43,52.2,0,0,2.8,242,"Partially cloudy"
"2023-05-06",151.21,-33.87,22,56.5,86.67,52.6,0,0,2.4,310,"Partially cloudy"
"2023-05-06",151.21,-33.87,23,55.3,86.99,51.5,0,0,3.2,342,"Clear"
"2023-05-06",122.25,-18,0,69.4,83.74,64.2,0,0,0,0,"Overcast"
"2023-05-06",122.25,-18,1,66,89.01,62.7,0,0,4.7,50,"Overcast"
"2023-05-06",122.25,-18,2,67.8,82.86,62.4,0,0,4.7,110,"Overcast"
"2023-05-06",122.25,-18,3,66.3,82.76,60.9,0,0,3.4,160,"Partially cloudy"
"2023-05-06",122.25,-18,4,73.5,57.29,57.5,0,0,8.1,160,"Partially cloudy"
"2023-05-06",122.25,-18,5,71.6,56.84,55.5,0,0,5.8,140,"Overcast"
"2023-05-06",122.25,-18,6,65.8,65.49,53.9,0,0,5.8,70,"Partially cloudy"
"2023-05-06",122.25,-18,7,68,56.35,51.9,0,0,6.9,90,"Overcast"
"2023-05-06",122.25,-18,8,71.4,52.52,53.2,0,0,6.9,90,"Partially cloudy"
"2023-05-06",122.25,-18,9,78.9,41.33,53.4,0,0,11.4,80,"Partially cloudy"
"2023-05-06",122.25,-18,10,82.2,39.33,55,0,0,10.3,130,"Clear"
"2023-05-06",122.25,-18,11,86.3,35.1,55.5,0,0,12.8,90,"Partially cloudy"
"2023-05-06",122.25,-18,12,87.9,35.24,57,0,0,12.8,80,"Overcast"
