"date","lat","long","hour","temp","humidity","dew","precip","precipprob","windspeed","winddir","conditions"
"2023-03-16",144.96,-37.81,0,66.5,83.57,61.4,0,0,0.6,226,"Overcast"
"2023-03-16",144.96,-37.81,1,66.7,82.47,61.2,0,0,3.7,9,"Partially cloudy"
"2023-03-16",144.96,-37.81,2,66.8,81.79,61.1,0,0,2.4,9,"Partially cloudy"
"2023-03-16",144.96,-37.81,3,65.7,84.41,60.8,0,0,0.4,346,"Partially cloudy"
"2023-03-16",144.96,-37.81,4,65.3,83.83,60.3,0,0,1,303,"Overcast"
"2023-03-16",144.96,-37.81,5,67.5,59.23,52.8,0,0,5,235,"Overcast"
"2023-03-16",144.96,-37.81,6,65.4,51.02,46.9,0,0,4.2,217,"Partially cloudy"
"2023-03-16",144.96,-37.81,7,63.5,56.81,47.9,0,0,6.1,218,"Overcast"
"2023-03-16",144.96,-37.81,8,63.1,58.38,48.3,0,0,5.9,215,"Overcast"
"2023-03-16",144.96,-37.81,9,65.5,61.45,51.9,0,0,7.9,274,"Partially cloudy"
"2023-03-16",144.96,-37.81,10,68.2,61.18,54.4,0,0,9.2,301,"Clear"
"2023-03-16",144.96,-37.81,11,71.9,57.19,55.9,0,0,7,286,"Clear"
"2023-03-16",144.96,-37.81,12,75.7,51.81,56.8,0,0,7,317,"Clear"
"2023-03-16",144.96,-37.81,13,76.7,53.32,58.4,0,0,8.7,207,"Partially cloudy"
"2023-03-16",144.96,-37.81,14,78.5,46.93,56.6,0,0,8.9,227,"Overcast"
"2023-03-16",144.96,-37.81,15,81.6,40.18,55.1,0,0,9.3,249,"Partially cloudy"
"2023-03-16",144.96,-37.81,16,81,41.08,55.2,0,0,9.4,260,"Overcast"
"2023-03-16",144.96,-37.81,17,80.3,44.66,56.8,0,0,8.1,267,"Overcast"
"2023-03-16",144.96,-37.81,18,79.4,47,57.4,0,0,10.2,267,"Overcast"
"2023-03-16",144.96,-37.81,19,77.5,51.21,58.1,0,0,9.4,291,"Overcast"
"2023-03-16",144.96,-37.81,20,76.1,52.51,57.4,0,0,8.3,301,"Partially cloudy"
"2023-03-16",144.96,-37.81,21,75.1,56.09,58.4,0,0,6.9,295,"Partially cloudy"
"2023-03-16",144.96,-37.81,22,72.2,64.57,59.6,0,0,7.7,260,"Clear"
"2023-03-16",144.96,-37.81,23,70.4,66.98,59,0,0,6.9,252,"Partially cloudy"
"2023-03-17",144.96,-37.81,0,70,65.19,57.8,0,0,7,276,"Partially cloudy"
"2023-03-17",144.96,-37.81,1,64.5,87.83,60.8,0,0,6.9,245,"Overcast"
"2023-03-17",144.96,-37.81,2,63,98.55,62.5,0,0,6.7,191,"Clear"
"2023-03-17",144.96,-37.81,3,62.5,96.95,61.6,0.099,100,1.5,241,"Rain, Overcast"
"2023-03-17",144.96,-37.81,4,62.4,85.44,58,0,0,2.1,267,"Partially cloudy"
"2023-03-17",144.96,-37.81,5,62.3,84.27,57.5,0,0,4,260,"Partially cloudy"
"2023-03-17",144.96,-37.81,6,62,80,55.7,0,0,6.1,271,"Overcast"
"2023-03-17",144.96,-37.81,7,61.1,82.47,55.7,0,0,5,261,"Partially cloudy"
"2023-03-17",144.96,-37.81,8,60.5,80.07,54.3,0,0,6,267,"Partially cloudy"
"2023-03-17",144.96,-37.81,9,61.9,67.18,50.9,0,0,5.5,273,"Partially cloudy"
"2023-03-17",144.96,-37.81,10,64,52.15,46.1,0,0,6.2,263,"Clear"
"2023-03-17",144.96,-37.81,11,65.7,49.79,46.4,0,0,6.8,258,"Clear"
"2023-03-17",144.96,-37.81,12,67,46.13,45.6,0,0,6.2,294,"Clear"
"2023-03-17",144.96,-37.81,13,68.6,45.54,46.8,0,0,6.7,118,"Clear"
"2023-03-17",144.96,-37.81,14,71.6,41.2,46.8,0,0,4.8,92,"Clear"
"2023-03-17",144.96,-37.81,15,73.1,39.88,47.3,0,0,5.8,204,"Clear"
"2023-03-17",144.96,-37.81,16,75.3,38.5,48.3,0,0,5.4,260,"Clear"
"2023-03-17",144.96,-37.81,17,74.4,38.32,47.4,0,0,6.2,205,"Clear"
"2023-03-17",144.96,-37.81,18,76.2,39.15,49.5,0,0,4.9,194,"Clear"
"2023-03-17",144.96,-37.81,19,71.9,45.32,49.6,0,0,5,205,"Clear"
"2023-03-17",144.96,-37.81,20,67.6,52.88,49.8,0,0,1.6,164,"Clear"
"2023-03-17",144.96,-37.81,21,64.4,61.94,51.1,0,0,1.1,158,"Partially cloudy"
"2023-03-17",144.96,-37.81,22,62.4,70.56,52.7,0,0,1.6,186,"Clear"
"2023-03-17",144.96,-37.81,23,61.1,72.66,52.3,0,0,0.6,237,"Clear"
"2023-03-18",144.96,-37.81,0,59.2,78.17,52.5,0,0,0.8,274,"Clear"
"2023-03-18",144.96,-37.81,1,58,83.7,53.1,0,0,0.7,290,"Clear"
"2023-03-18",144.96,-37.81,2,60.1,78.15,53.3,0,0,5.3,5,"Clear"
"2023-03-18",144.96,-37.81,3,58.7,80.17,52.6,0,0,3.7,37,"Clear"
"2023-03-18",144.96,-37.81,4,58.7,75.82,51.1,0,0,5.6,21,"Clear"
"2023-03-18",144.96,-37.81,5,59.6,69.35,49.6,0,0,5.8,24,"Clear"
"2023-03-18",144.96,-37.81,6,61.2,63.93,48.9,0,0,8.5,22,"Partially cloudy"
"2023-03-18",144.96,-37.81,7,61.1,63.45,48.6,0,0,9.9,17,"Clear"
"2023-03-18",144.96,-37.81,8,68.4,52.38,50.3,0,0,10.5,4,"Clear"
"2023-03-18",144.96,-37.81,9,73.3,42.97,49.4,0,0,9.8,7,"Overcast"
"2023-03-18",144.96,-37.81,10,74.5,41.41,49.5,0,0,13.7,359,"Overcast"
"2023-03-18",144.96,-37.81,11,78.1,36.06,49,0,0,13.6,13,"Overcast"
"2023-03-18",144.96,-37.81,12,81.4,34.32,50.6,0,0,17.8,1,"Partially cloudy"
"2023-03-18",144.96,-37.81,13,84.1,31.77,50.9,0,0,17,356,"Overcast"
"2023-03-18",144.96,-37.81,14,85.8,30.19,51,0,0,12.5,10,"Partially cloudy"
"2023-03-18",144.96,-37.81,15,89.4,26.75,50.8,0,0,11.2,2,"Overcast"
"2023-03-18",144.96,-37.81,16,92.1,24.23,50.4,0,0,11.3,351,"Overcast"
"2023-03-18",144.96,-37.81,17,96.3,22.04,51.3,0,0,11.3,332,"Overcast"
"2023-03-18",144.96,-37.81,18,73.8,61.49,59.7,0,0,11.6,195,"Overcast"
"2023-03-18",144.96,-37.81,19,71.4,68.79,60.6,0,0,9.2,177,"Overcast"
"2023-03-18",144.96,-37.81,20,69.1,76.18,61.3,0,0,6.6,157,"Partially cloudy"
"2023-03-18",144.96,-37.81,21,68.3,77.29,60.9,0,0,4.9,160,"Overcast"
"2023-03-18",144.96,-37.81,22,66,81.88,60.3,0,0,6.4,169,"Partially cloudy"
"2023-03-18",144.96,-37.81,23,65.2,80.37,59,0,0,6.7,176,"Partially cloudy"
"2023-03-18",138.6,-34.93,0,81.8,27.57,45.1,0,0,13.2,35,"Clear"
"2023-03-18",138.6,-34.93,1,82.9,24.44,42.9,0,0,14.4,34,"Clear"
"2023-03-18",138.6,-34.93,2,83.9,21.35,40.2,0,0,16.2,21,"Clear"
"2023-03-18",138.6,-34.93,3,83.3,21.06,39.3,0,0,13.3,19,"Clear"
"2023-03-18",138.6,-34.93,4,79,33.88,48.2,0,0,15.3,310,"Clear"
"2023-03-18",138.6,-34.93,5,72.1,44,49,0,0,7.5,13,"Clear"
"2023-03-18",138.6,-34.93,6,71.3,46.8,49.9,0,0,7.7,343,"Clear"
"2023-03-18",138.6,-34.93,7,68.4,75.12,60.2,0,0,9.9,270,"Clear"
"2023-03-18",138.6,-34.93,8,67.9,87.92,64.2,0,0,8.9,272,"Overcast"
"2023-03-18",138.6,-34.93,9,68,87.32,64.1,0,0,10.2,273,"Clear"
"2023-03-18",138.6,-34.93,10,69,84.16,64,0,0,9.9,268,"Clear"
"2023-03-18",138.6,-34.93,11,69.7,77.51,62.4,0,0,12.3,267,"Partially cloudy"
"2023-03-18",138.6,-34.93,12,70.3,74.6,61.8,0,0,10.9,266,"Partially cloudy"
"2023-03-18",138.6,-34.93,13,71.1,71.44,61.4,0,0,10.3,266,"Partially cloudy"
"2023-03-18",138.6,-34.93,14,72.7,65.31,60.4,0,0,9.7,243,"Partially cloudy"
"2023-03-18",138.6,-34.93,15,73.7,62.62,60.2,0,0,7.7,233,"Clear"
"2023-03-18",138.6,-34.93,16,73.7,59.03,58.5,0,0,7.9,254,"Clear"
"2023-03-18",138.6,-34.93,17,73.1,58.55,57.7,0,0,7.1,253,"Partially cloudy"
"2023-03-18",138.6,-34.93,18,71.6,62.78,58.2,0,0,7.9,237,"Clear"
"2023-03-18",138.6,-34.93,19,68.7,68.82,58.1,0,0,8.7,208,"Overcast"
"2023-03-18",138.6,-34.93,20,66.6,82.14,61,0,0,8.3,175,"Partially cloudy"
"2023-03-18",138.6,-34.93,21,65.7,81.48,59.9,0,0,10,162,"Overcast"
"2023-03-18",138.6,-34.93,22,64.8,82.84,59.4,0,0,7.9,156,"Overcast"
"2023-03-18",138.6,-34.93,23,64.3,79.5,57.8,0,0,7.8,127,"Overcast"
"2023-03-18",144.96,-37.81,0,59.2,78.17,52.5,0,0,0.8,274,"Clear"
"2023-03-18",144.96,-37.81,1,58,83.7,53.1,0,0,0.7,290,"Clear"
"2023-03-18",144.96,-37.81,2,60.1,78.15,53.3,0,0,5.3,5,"Clear"
"2023-03-18",144.96,-37.81,3,58.7,80.17,52.6,0,0,3.7,37,"Clear"
"2023-03-18",144.96,-37.81,4,58.7,75.82,51.1,0,0,5.6,21,"Clear"
"2023-03-18",144.96,-37.81,5,59.6,69.35,49.6,0,0,5.8,24,"Clear"
"2023-03-18",144.96,-37.81,6,61.2,63.93,48.9,0,0,8.5,22,"Partially cloudy"
"2023-03-18",144.96,-37.81,7,61.1,63.45,48.6,0,0,9.9,17,"Clear"
"2023-03-18",144.96,-37.81,8,68.4,52.38,50.3,0,0,10.5,4,"Clear"
"2023-03-18",144.96,-37.81,9,73.3,42.97,49.4,0,0,9.8,7,"Overcast"
"2023-03-18",144.96,-37.81,10,74.5,41.41,49.5,0,0,13.7,359,"Overcast"
"2023-03-18",144.96,-37.81,11,78.1,36.06,49,0,0,13.6,13,"Overcast"
"2023-03-18",144.96,-37.81,12,81.4,34.32,50.6,0,0,17.8,1,"Partially cloudy"
"2023-03-18",144.96,-37.81,13,84.1,31.77,50.9,0,0,17,356,"Overcast"
"2023-03-18",144.96,-37.81,14,85.8,30.19,51,0,0,12.5,10,"Partially cloudy"
"2023-03-18",144.96,-37.81,15,89.4,26.75,50.8,0,0,11.2,2,"Overcast"
"2023-03-18",144.96,-37.81,16,92.1,24.23,50.4,0,0,11.3,351,"Overcast"
"2023-03-18",144.96,-37.81,17,96.3,22.04,51.3,0,0,11.3,332,"Overcast"
"2023-03-18",144.96,-37.81,18,73.8,61.49,59.7,0,0,11.6,195,"Overcast"
"2023-03-18",144.96,-37.81,19,71.4,68.79,60.6,0,0,9.2,177,"Overcast"
"2023-03-18",144.96,-37.81,20,69.1,76.18,61.3,0,0,6.6,157,"Partially cloudy"
"2023-03-18",144.96,-37.81,21,68.3,77.29,60.9,0,0,4.9,160,"Overcast"
"2023-03-18",144.96,-37.81,22,66,81.88,60.3,0,0,6.4,169,"Partially cloudy"
"2023-03-18",144.96,-37.81,23,65.2,80.37,59,0,0,6.7,176,"Partially cloudy"
"2023-03-18",153.02,-27.46,0,78.1,88.21,74.3,0,0,2.9,139,"Overcast"
"2023-03-18",153.02,-27.46,1,77.8,88.91,74.3,0,0,0.2,169,"Clear"
"2023-03-18",153.02,-27.46,2,77.7,88.95,74.2,0,0,2.5,148,"Clear"
"2023-03-18",153.02,-27.46,3,77.1,87.7,73.2,0,0,2.9,134,"Partially cloudy"
"2023-03-18",153.02,-27.46,4,76.3,88.32,72.6,0,0,2.5,155,"Partially cloudy"
"2023-03-18",153.02,-27.46,5,76.1,80.29,69.6,0,0,2.8,227,"Partially cloudy"
"2023-03-18",153.02,-27.46,6,74.6,77.64,67.2,0,0,2.7,227,"Partially cloudy"
"2023-03-18",153.02,-27.46,7,75.6,77.22,68,0,0,1.1,183,"Partially cloudy"
"2023-03-18",153.02,-27.46,8,80.6,66.74,68.6,0,0,2.3,235,"Clear"
"2023-03-18",153.02,-27.46,9,84.7,62.26,70.4,0,0,2.9,124,"Partially cloudy"
"2023-03-18",153.02,-27.46,10,85.9,59.25,70,0,0,3.9,41,"Clear"
"2023-03-18",153.02,-27.46,11,88.3,57.88,71.6,0,0,4.3,23,"Clear"
"2023-03-18",153.02,-27.46,12,88.3,57.24,71.3,0,0,6.4,66,"Clear"
"2023-03-18",153.02,-27.46,13,89.3,56.89,72.1,0,0,6.4,55,"Clear"
"2023-03-18",153.02,-27.46,14,88.5,59.04,72.3,0,0,7.5,70,"Clear"
"2023-03-18",153.02,-27.46,15,87.6,59.76,71.9,0,0,6.5,58,"Clear"
"2023-03-18",153.02,-27.46,16,85.9,64.16,72.4,0,0,8,60,"Clear"
"2023-03-18",153.02,-27.46,17,83.9,69.12,72.7,0,0,7.8,54,"Clear"
"2023-03-18",153.02,-27.46,18,81.5,75.53,73,0,0,6.9,69,"Partially cloudy"
"2023-03-18",153.02,-27.46,19,80.6,77.02,72.8,0,0,6.3,63,"Clear"
"2023-03-18",153.02,-27.46,20,79.7,79.18,72.7,0,0,5.4,79,"Clear"
"2023-03-18",153.02,-27.46,21,78.8,81.62,72.7,0,0,3.4,84,"Partially cloudy"
"2023-03-18",153.02,-27.46,22,78.7,82.65,73,0,0,3.2,91,"Clear"
"2023-03-18",153.02,-27.46,23,78.2,83.17,72.7,0,0,1.4,92,"Clear"
"2023-03-19",151.21,-33.87,0,73.3,93.92,71.5,0,0,1.2,18,"Clear"
"2023-03-19",151.21,-33.87,1,72.5,96.07,71.4,0,0,2.1,30,"Clear"
"2023-03-19",151.21,-33.87,2,72.4,97.64,71.7,0,0,2.5,30,"Clear"
"2023-03-19",151.21,-33.87,3,71.8,98.17,71.3,0,0,1.8,15,"Clear"
"2023-03-19",151.21,-33.87,4,71.5,97.88,70.9,0,0,1.7,10,"Clear"
"2023-03-19",151.21,-33.87,5,70.2,97.86,69.5,0,0,2.4,359,"Clear"
"2023-03-19",151.21,-33.87,6,69.7,97.95,69.1,0,0,4.1,335,"Clear"
"2023-03-19",151.21,-33.87,7,69.6,99.39,69.4,0,0,3.7,305,"Clear"
"2023-03-19",151.21,-33.87,8,69.5,99.64,69.4,0,0,5.4,326,"Clear"
"2023-03-19",151.21,-33.87,9,73.1,89.6,69.9,0,0,8.1,330,"Partially cloudy"
"2023-03-19",151.21,-33.87,10,74.4,93.27,72.4,0,0,5.9,323,"Clear"
"2023-03-19",151.21,-33.87,11,84.3,58.72,68.3,0,0,8.1,320,"Clear"
"2023-03-19",151.21,-33.87,12,84.4,70.37,73.7,0,0,3.6,318,"Partially cloudy"
"2023-03-19",151.21,-33.87,13,83.7,68.67,72.3,0,0,5.3,358,"Clear"
"2023-03-19",151.21,-33.87,14,83.9,68.54,72.5,0,0,6.6,99,"Partially cloudy"
"2023-03-19",151.21,-33.87,15,84.5,65.69,71.8,0,0,10.7,114,"Clear"
"2023-03-19",151.21,-33.87,16,84.3,68.96,73,0,0,10.3,111,"Clear"
"2023-03-19",151.21,-33.87,17,83.4,65.14,70.5,0,0,8.9,102,"Clear"
"2023-03-19",151.21,-33.87,18,79.6,75,71,0,0,11.5,132,"Clear"
"2023-03-19",151.21,-33.87,19,77.4,84.02,72.2,0,0,11.7,137,"Clear"
"2023-03-19",151.21,-33.87,20,76,88.77,72.4,0,0,11.5,147,"Clear"
"2023-03-19",151.21,-33.87,21,74.3,92.95,72.2,0,0,10.5,143,"Clear"
"2023-03-19",151.21,-33.87,22,74.5,91.43,71.8,0,0,10.8,157,"Clear"
"2023-03-19",151.21,-33.87,23,74.2,92.62,72,0,0,9.6,159,"Clear"
"2023-03-19",144.96,-37.81,0,64.8,79.93,58.4,0,0,7.4,191,"Overcast"
"2023-03-19",144.96,-37.81,1,64.7,79.57,58.3,0,0,6.1,196,"Overcast"
"2023-03-19",144.96,-37.81,2,64.4,80.42,58.3,0,0,5,193,"Overcast"
"2023-03-19",144.96,-37.81,3,63.9,81.45,58.1,0,0,5.5,174,"Overcast"
"2023-03-19",144.96,-37.81,4,63.8,81.29,57.9,0,0,5.5,164,"Overcast"
"2023-03-19",144.96,-37.81,5,63.5,79.71,57.1,0,0,3.7,188,"Overcast"
"2023-03-19",144.96,-37.81,6,63.5,79.64,57.1,0,0,6,154,"Overcast"
"2023-03-19",144.96,-37.81,7,63.3,77.83,56.3,0,0,3.8,146,"Overcast"
"2023-03-19",144.96,-37.81,8,63,77.18,55.7,0,0,4.1,162,"Overcast"
"2023-03-19",144.96,-37.81,9,63.1,75.28,55.2,0,0,4.9,151,"Partially cloudy"
"2023-03-19",144.96,-37.81,10,62.7,77.38,55.5,0,0,7.4,186,"Overcast"
"2023-03-19",144.96,-37.81,11,62.7,82.52,57.3,0,0,8.1,170,"Overcast"
"2023-03-19",144.96,-37.81,12,64.9,70.18,54.9,0,0,6.7,212,"Overcast"
"2023-03-19",144.96,-37.81,13,65.6,67.46,54.5,0,0,6.3,192,"Overcast"
"2023-03-19",144.96,-37.81,14,64.8,73.25,56,0,0,7.7,206,"Overcast"
"2023-03-19",144.96,-37.81,15,64.8,70.49,55,0,0,7.5,192,"Overcast"
"2023-03-19",144.96,-37.81,16,64.2,68.62,53.7,0,0,7.7,174,"Overcast"
"2023-03-19",144.96,-37.81,17,64.6,66.05,53,0,0,7.5,170,"Overcast"
"2023-03-19",144.96,-37.81,18,63.7,67.58,52.8,0,0,6.8,186,"Overcast"
"2023-03-19",144.96,-37.81,19,63.4,67.12,52.3,0,0,7.9,186,"Overcast"
"2023-03-19",144.96,-37.81,20,62.4,66.01,50.9,0,0,8.7,187,"Overcast"
"2023-03-19",144.96,-37.81,21,62.4,65.75,50.7,0,0,8,172,"Overcast"
"2023-03-19",144.96,-37.81,22,62,62.81,49.2,0,0,8,179,"Overcast"
"2023-03-19",144.96,-37.81,23,62,60.11,48,0,0,8.6,173,"Overcast"
"2023-03-19",144.96,-37.81,0,64.8,79.93,58.4,0,0,7.4,191,"Overcast"
"2023-03-19",144.96,-37.81,1,64.7,79.57,58.3,0,0,6.1,196,"Overcast"
"2023-03-19",144.96,-37.81,2,64.4,80.42,58.3,0,0,5,193,"Overcast"
"2023-03-19",144.96,-37.81,3,63.9,81.45,58.1,0,0,5.5,174,"Overcast"
"2023-03-19",144.96,-37.81,4,63.8,81.29,57.9,0,0,5.5,164,"Overcast"
"2023-03-19",144.96,-37.81,5,63.5,79.71,57.1,0,0,3.7,188,"Overcast"
"2023-03-19",144.96,-37.81,6,63.5,79.64,57.1,0,0,6,154,"Overcast"
"2023-03-19",144.96,-37.81,7,63.3,77.83,56.3,0,0,3.8,146,"Overcast"
"2023-03-19",144.96,-37.81,8,63,77.18,55.7,0,0,4.1,162,"Overcast"
"2023-03-19",144.96,-37.81,9,63.1,75.28,55.2,0,0,4.9,151,"Partially cloudy"
"2023-03-19",144.96,-37.81,10,62.7,77.38,55.5,0,0,7.4,186,"Overcast"
"2023-03-19",144.96,-37.81,11,62.7,82.52,57.3,0,0,8.1,170,"Overcast"
"2023-03-19",144.96,-37.81,12,64.9,70.18,54.9,0,0,6.7,212,"Overcast"
"2023-03-19",144.96,-37.81,13,65.6,67.46,54.5,0,0,6.3,192,"Overcast"
"2023-03-19",144.96,-37.81,14,64.8,73.25,56,0,0,7.7,206,"Overcast"
"2023-03-19",144.96,-37.81,15,64.8,70.49,55,0,0,7.5,192,"Overcast"
"2023-03-19",144.96,-37.81,16,64.2,68.62,53.7,0,0,7.7,174,"Overcast"
"2023-03-19",144.96,-37.81,17,64.6,66.05,53,0,0,7.5,170,"Overcast"
"2023-03-19",144.96,-37.81,18,63.7,67.58,52.8,0,0,6.8,186,"Overcast"
"2023-03-19",144.96,-37.81,19,63.4,67.12,52.3,0,0,7.9,186,"Overcast"
"2023-03-19",144.96,-37.81,20,62.4,66.01,50.9,0,0,8.7,187,"Overcast"
"2023-03-19",144.96,-37.81,21,62.4,65.75,50.7,0,0,8,172,"Overcast"
"2023-03-19",144.96,-37.81,22,62,62.81,49.2,0,0,8,179,"Overcast"
"2023-03-19",144.96,-37.81,23,62,60.11,48,0,0,8.6,173,"Overcast"
"2023-03-23",144.96,-37.81,0,60.7,88.53,57.2,0,0,0.5,173,"Partially cloudy"
"2023-03-23",144.96,-37.81,1,59.3,93.6,57.5,0,0,0.7,247,"Overcast"
"2023-03-23",144.96,-37.81,2,59.4,96.44,58.4,0,0,0.8,256,"Overcast"
"2023-03-23",144.96,-37.81,3,60.6,89.31,57.5,0,0,1.5,49,"Partially cloudy"
"2023-03-23",144.96,-37.81,4,60,94.39,58.3,0,0,0.7,259,"Overcast"
"2023-03-23",144.96,-37.81,5,60.4,91.93,58,0,0,3,13,"Overcast"
"2023-03-23",144.96,-37.81,6,60.6,92.81,58.6,0,0,1.4,343,"Overcast"
"2023-03-23",144.96,-37.81,7,60.7,92.77,58.6,0,0,0.3,173,"Overcast"
"2023-03-23",144.96,-37.81,8,61.5,90.57,58.7,0,0,1.1,30,"Partially cloudy"
"2023-03-23",144.96,-37.81,9,61.4,99.86,61.4,0.025,100,5.8,178,"Rain, Overcast"
"2023-03-23",144.96,-37.81,10,61.9,97.23,61.1,0,0,5.3,5,"Clear"
"2023-03-23",144.96,-37.81,11,63.7,91.27,61.2,0,0,5.3,9,"Partially cloudy"
"2023-03-23",144.96,-37.81,12,66.1,78.85,59.3,0,0,1.7,112,"Overcast"
"2023-03-23",144.96,-37.81,13,67.3,80.66,61.1,0,0,4.1,192,"Clear"
"2023-03-23",144.96,-37.81,14,69.4,72.66,60.3,0,0,6,207,"Clear"
"2023-03-23",144.96,-37.81,15,71,68.41,60,0.083,100,5.7,201,"Rain, Partially cloudy"
"2023-03-23",144.96,-37.81,16,71.6,66.01,59.6,0,0,4.7,219,"Overcast"
"2023-03-23",144.96,-37.81,17,71.9,62.31,58.3,0,0,6.1,183,"Clear"
"2023-03-23",144.96,-37.81,18,69.4,70.91,59.6,0,0,7.4,183,"Clear"
"2023-03-23",144.96,-37.81,19,68.1,78.77,61.3,0,0,6.3,197,"Clear"
"2023-03-23",144.96,-37.81,20,66.5,78.52,59.6,0,0,6.8,174,"Clear"
"2023-03-23",144.96,-37.81,21,64.6,82.2,59.1,0,0,5.4,164,"Partially cloudy"
"2023-03-23",144.96,-37.81,22,63.3,84.66,58.6,0,0,3,174,"Overcast"
"2023-03-23",144.96,-37.81,23,61.9,87.96,58.3,0,0,1.9,218,"Overcast"
"2023-03-24",153.02,-27.46,0,67.4,87.49,63.5,0,0,1.1,263,"Clear"
"2023-03-24",153.02,-27.46,1,66.6,89.51,63.4,0,0,1,210,"Clear"
"2023-03-24",153.02,-27.46,2,67.2,91.02,64.5,0,0,0.8,215,"Clear"
"2023-03-24",153.02,-27.46,3,67.1,90.6,64.2,0,0,2.1,196,"Clear"
"2023-03-24",153.02,-27.46,4,67,88.53,63.5,0,0,2,216,"Clear"
"2023-03-24",153.02,-27.46,5,66.9,88.36,63.4,0,0,2.9,235,"Clear"
"2023-03-24",153.02,-27.46,6,66.8,88.31,63.2,0,0,3.2,235,"Clear"
"2023-03-24",153.02,-27.46,7,69,85.38,64.5,0,0,3.9,227,"Clear"
"2023-03-24",153.02,-27.46,8,72.5,76.2,64.6,0,0,6.2,227,"Clear"
"2023-03-24",153.02,-27.46,9,77.1,67.16,65.4,0,0,2.9,257,"Clear"
"2023-03-24",153.02,-27.46,10,81.5,56.55,64.6,0,0,4.3,346,"Clear"
"2023-03-24",153.02,-27.46,11,83.8,54.14,65.5,0,0,4.6,305,"Clear"
"2023-03-24",153.02,-27.46,12,85.6,50.37,65,0,0,4,4,"Clear"
"2023-03-24",153.02,-27.46,13,86.6,48.22,64.7,0,0,5.2,41,"Partially cloudy"
"2023-03-24",153.02,-27.46,14,85.7,53.68,67,0,0,6.8,19,"Partially cloudy"
"2023-03-24",153.02,-27.46,15,85.1,55.83,67.5,0,0,6.6,19,"Clear"
"2023-03-24",153.02,-27.46,16,84,59.27,68.3,0,0,6.5,23,"Partially cloudy"
"2023-03-24",153.02,-27.46,17,81.4,63.61,67.9,0,0,6.5,21,"Partially cloudy"
"2023-03-24",153.02,-27.46,18,78.7,71.44,68.7,0,0,4.7,21,"Partially cloudy"
"2023-03-24",153.02,-27.46,19,78.5,73.94,69.5,0,0,4.7,37,"Overcast"
"2023-03-24",153.02,-27.46,20,77.8,75.64,69.5,0,0,3.4,30,"Overcast"
"2023-03-24",153.02,-27.46,21,77,78.41,69.7,0,0,2.4,32,"Partially cloudy"
"2023-03-24",153.02,-27.46,22,77,78.79,69.9,0,0,2.3,65,"Clear"
"2023-03-24",153.02,-27.46,23,77,79.1,70,0,0,2.4,82,"Partially cloudy"
"2023-03-25",144.96,-37.81,0,56.7,82.5,51.5,0,0,2.6,179,"Clear"
"2023-03-25",144.96,-37.81,1,56,86.12,51.9,0,0,1,184,"Partially cloudy"
"2023-03-25",144.96,-37.81,2,57.7,78.39,51,0,0,5.5,156,"Partially cloudy"
"2023-03-25",144.96,-37.81,3,57,80.37,51,0,0,4.7,159,"Partially cloudy"
"2023-03-25",144.96,-37.81,4,56.5,80.78,50.7,0,0,5,155,"Partially cloudy"
"2023-03-25",144.96,-37.81,5,55.6,82.43,50.4,0,0,4,147,"Overcast"
"2023-03-25",144.96,-37.81,6,53.6,90.28,50.8,0,0,1.3,122,"Partially cloudy"
"2023-03-25",144.96,-37.81,7,55.3,88.62,52,0,0,3.8,122,"Overcast"
"2023-03-25",144.96,-37.81,8,57,80.37,51,0,0,4.9,120,"Overcast"
"2023-03-25",144.96,-37.81,9,59.8,71.95,50.7,0,0,6.2,135,"Overcast"
"2023-03-25",144.96,-37.81,10,62.5,64.62,50.4,0,0,7.2,145,"Partially cloudy"
"2023-03-25",144.96,-37.81,11,64.6,55.57,48.3,0,0,7.9,131,"Clear"
"2023-03-25",144.96,-37.81,12,64.3,57.86,49.1,0,0,7.2,172,"Partially cloudy"
"2023-03-25",144.96,-37.81,13,64.7,59.99,50.5,0,0,8.9,176,"Overcast"
"2023-03-25",144.96,-37.81,14,66.2,54.53,49.3,0,0,10,180,"Overcast"
"2023-03-25",144.96,-37.81,15,66.2,54.63,49.4,0,0,8.9,179,"Partially cloudy"
"2023-03-25",144.96,-37.81,16,65.9,55.83,49.7,0,0,10.8,185,"Partially cloudy"
"2023-03-25",144.96,-37.81,17,65.3,53.36,47.9,0,0,13,161,"Overcast"
"2023-03-25",144.96,-37.81,18,62.9,56.41,47.2,0,0,9.9,176,"Partially cloudy"
"2023-03-25",144.96,-37.81,19,60.9,58.75,46.4,0,0,8.2,168,"Overcast"
"2023-03-25",144.96,-37.81,20,59.8,60.37,46.1,0,0,7.3,160,"Partially cloudy"
"2023-03-25",144.96,-37.81,21,59.3,62.23,46.4,0,0,5.5,139,"Overcast"
"2023-03-25",144.96,-37.81,22,59.5,64.99,47.8,0,0,5.1,131,"Overcast"
"2023-03-25",144.96,-37.81,23,59.6,63.8,47.4,0,0,6.2,137,"Overcast"
"2023-03-25",138.6,-34.93,0,58.5,82.49,53.2,0,0,8.6,144,"Partially cloudy"
"2023-03-25",138.6,-34.93,1,58,83.22,52.9,0,0,8,137,"Partially cloudy"
"2023-03-25",138.6,-34.93,2,57.5,79.02,51,0,0,8,131,"Partially cloudy"
"2023-03-25",138.6,-34.93,3,57.1,77.75,50.2,0,0,9.7,138,"Overcast"
