home_team,away_team,totals_quantile,sides_quantile,Kick.Off,Venue,Home.Score,Away.Score,Home.Goals,Home.Behinds,Away.Goals,Away.Behinds,Home.Odds,Away.Odds,Bookmakers.Surveyed,Home.Odds.Open,Home.Odds.Min,Home.Odds.Max,Home.Odds.Close,Away.Odds.Open,Away.Odds.Min,Away.Odds.Max,Away.Odds.Close,Home.Line.Open,Home.Line.Min,Home.Line.Max,Home.Line.Close,Away.Line.Open,Away.Line.Min,Away.Line.Max,Away.Line.Close,Home.Line.Odds.Open,Home.Line.Odds.Min,Home.Line.Odds.Max,Home.Line.Odds.Close,Away.Line.Odds.Open,Away.Line.Odds.Min,Away.Line.Odds.Max,Away.Line.Odds.Close,Total.Score.Open,Total.Score.Min,Total.Score.Max,Total.Score.Close,Total.Score.Over.Open,Total.Score.Over.Min,Total.Score.Over.Max,Total.Score.Over.Close,Total.Score.Under.Open,Total.Score.Under.Min,Total.Score.Under.Max,Total.Score.Under.Close,Notes,totals,,
St Kilda,Port Adelaide,155.699934,9.095212679,19:25,Cazaly’s Stadium,42,43,4,18,5,13,1.62,2.23,14,1.6,1.58,1.68,1.65,2.35,2.2,2.4,2.3,-8.5,-9.5,-6.5,-7.5,8.5,6.5,9.5,7.5,1.91,1.91,1.91,1.89,1.91,1.91,1.91,1.93,160.5,153.5,160.5,153.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,85,24,30
Carlton,North Melbourne,137.3804006,7.533832879,19:35,Marvel Stadium,114,64,17,12,10,4,1.2,4.21,15,1.23,1.19,1.25,1.22,4.2,4,4.8,4.5,-25.5,-29.5,-24.5,-27.5,25.5,24.5,29.5,27.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,173.5,172.5,176.5,175.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,178,under,
Carlton,North Melbourne,143.7807655,13.92563109,19:35,Marvel Stadium,114,64,17,12,10,4,1.2,4.21,15,1.23,1.19,1.25,1.22,4.2,4,4.8,4.5,-25.5,-29.5,-24.5,-27.5,25.5,24.5,29.5,27.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,173.5,172.5,176.5,175.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,178,24,31
Collingwood,Gold Coast,133.476728,-2.829674655,13:10,MCG,115,90,17,13,14,6,1.45,2.67,15,1.44,1.38,1.54,1.48,2.8,2.5,3.1,2.75,-14.5,-17.5,-11.5,-13.5,14.5,11.5,17.5,13.5,1.91,1.91,1.95,1.91,1.91,1.87,1.91,1.91,166.5,163.5,166.5,163.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,,205,under,
Collingwood,Gold Coast,140.416952,4.019931799,13:10,MCG,115,90,17,13,14,6,1.45,2.67,15,1.44,1.38,1.54,1.48,2.8,2.5,3.1,2.75,-14.5,-17.5,-11.5,-13.5,14.5,11.5,17.5,13.5,1.91,1.91,1.95,1.91,1.91,1.87,1.91,1.91,166.5,163.5,166.5,163.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,,205,24,32
Western Bulldogs,Essendon,158.5056491,-10.95047765,15:20,Marvel Stadium,103,71,16,7,10,11,1.37,2.98,15,1.33,1.31,1.4,1.4,3.35,3,3.5,3.1,-19.5,-20.5,-16.5,-16.5,19.5,16.5,20.5,16.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,172.5,172.5,174.5,174.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,,174,under,
Western Bulldogs,Essendon,166.168239,-3.297624989,15:20,Marvel Stadium,103,71,16,7,10,11,1.37,2.98,15,1.33,1.31,1.4,1.4,3.35,3,3.5,3.1,-19.5,-20.5,-16.5,-16.5,19.5,16.5,20.5,16.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,172.5,172.5,174.5,174.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,,174,24,33
Sydney,Brisbane,162.174222,4.458933718,16:40,SCG,89,113,13,11,17,11,1.77,1.99,15,1.85,1.75,1.85,1.83,1.97,1.97,2.1,2.02,-1.5,-4.5,-1.5,-2.5,1.5,1.5,4.5,2.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,161.5,160.5,170.5,170.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,202,over,
Sydney,Brisbane,169.6649322,11.92061267,16:40,SCG,89,113,13,11,17,11,1.77,1.99,15,1.85,1.75,1.85,1.83,1.97,1.97,2.1,2.02,-1.5,-4.5,-1.5,-2.5,1.5,1.5,4.5,2.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,161.5,160.5,170.5,170.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,202,25,33
Port Adelaide,Western Bulldogs,159.0889067,-10.64406591,19:00,Adelaide Oval,86,69,12,14,10,9,1.58,2.32,15,1.8,1.56,2,1.56,2.02,1.82,2.5,2.5,-2.5,-8.5,1.5,-8.5,2.5,-1.5,8.5,8.5,1.91,1.82,1.91,1.82,1.91,1.91,2,2,156.5,153.5,156.5,153.5,1.89,1.91,1.89,1.95,1.89,1.87,1.89,1.87,,155,over,
Port Adelaide,Western Bulldogs,166.8819874,-2.884650822,19:00,Adelaide Oval,86,69,12,14,10,9,1.58,2.32,15,1.8,1.56,2,1.56,2.02,1.82,2.5,2.5,-2.5,-8.5,1.5,-8.5,2.5,-1.5,8.5,8.5,1.91,1.82,1.91,1.82,1.91,1.91,2,2,156.5,153.5,156.5,153.5,1.89,1.91,1.89,1.95,1.89,1.87,1.89,1.87,,155,25,34
Fremantle,North Melbourne,137.2051006,7.765635431,18:40,Optus Stadium,102,24,15,12,3,6,1.11,6.09,15,1.14,1.07,1.14,1.12,5.75,5.75,8.5,6.75,-33.5,-45.5,-33.5,-37.5,33.5,33.5,45.5,37.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,160.5,152.5,160.5,154.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,126,under,
Fremantle,North Melbourne,143.7055003,14.27107248,18:40,Optus Stadium,102,24,15,12,3,6,1.11,6.09,15,1.14,1.07,1.14,1.12,5.75,5.75,8.5,6.75,-33.5,-45.5,-33.5,-37.5,33.5,33.5,45.5,37.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,160.5,152.5,160.5,154.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,126,26,34
Richmond,Collingwood,142.0940734,-10.11141317,13:45,MCG,113,86,17,11,12,14,1.55,2.37,15,1.58,1.36,1.6,1.58,2.4,2.4,3.2,2.45,-9.5,-17.5,-9.5,-9.5,9.5,9.5,17.5,9.5,1.91,1.87,1.95,1.95,1.91,1.87,1.95,1.87,170.5,164.5,170.5,164.5,1.89,1.91,1.91,1.95,1.89,1.87,1.91,1.87,,199,under,
Richmond,Collingwood,149.5179661,-2.648561696,13:45,MCG,113,86,17,11,12,14,1.55,2.37,15,1.58,1.36,1.6,1.58,2.4,2.4,3.2,2.45,-9.5,-17.5,-9.5,-9.5,9.5,9.5,17.5,9.5,1.91,1.87,1.95,1.95,1.91,1.87,1.95,1.87,170.5,164.5,170.5,164.5,1.89,1.91,1.91,1.95,1.89,1.87,1.91,1.87,,199,26,35
Sydney,Gold Coast,144.1040895,-13.97797897,13:45,SCG,61,75,8,13,10,15,1.15,5.25,15,1.2,1.15,1.2,1.16,4.6,4.6,6,5.6,-28.5,-34.5,-28.5,-34.5,28.5,28.5,34.5,34.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,169.5,169.5,171.5,171.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,136,under,
Sydney,Gold Coast,151.4494988,-6.605854108,13:45,SCG,61,75,8,13,10,15,1.15,5.25,15,1.2,1.15,1.2,1.16,4.6,4.6,6,5.6,-28.5,-34.5,-28.5,-34.5,28.5,28.5,34.5,34.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,169.5,169.5,171.5,171.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,136,27,35
GWS Giants,Geelong,153.5310397,0.864058787,16:35,Manuka Oval,35,88,4,11,12,16,1.89,1.86,15,2.25,1.83,2.25,1.85,1.65,1.65,2.02,2,7.5,-1.5,7.5,-1.5,-7.5,-7.5,1.5,1.5,1.91,1.87,1.91,1.91,1.91,1.91,1.95,1.91,166.5,163.5,166.5,163.5,1.89,1.91,1.91,1.91,1.89,1.91,1.91,1.91,,123,under,
GWS Giants,Geelong,160.9700102,8.172043365,16:35,Manuka Oval,35,88,4,11,12,16,1.89,1.86,15,2.25,1.83,2.25,1.85,1.65,1.65,2.02,2,7.5,-1.5,7.5,-1.5,-7.5,-7.5,1.5,1.5,1.91,1.87,1.91,1.91,1.91,1.91,1.95,1.91,166.5,163.5,166.5,163.5,1.89,1.91,1.91,1.91,1.89,1.91,1.91,1.91,,123,28,35
Essendon,Hawthorn,141.3697061,6.632260145,19:25,Marvel Stadium,108,81,16,12,11,15,2.8,1.41,15,2.1,2.1,3,2.85,1.75,1.42,1.75,1.45,4.5,4.5,15.5,14.5,-4.5,-15.5,-4.5,-14.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,172.5,170.5,178.5,178.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,189,under,
Essendon,Hawthorn,148.0390813,13.2082087,19:25,Marvel Stadium,108,81,16,12,11,15,2.8,1.41,15,2.1,2.1,3,2.85,1.75,1.42,1.75,1.45,4.5,4.5,15.5,14.5,-4.5,-15.5,-4.5,-14.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,172.5,170.5,178.5,178.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,189,28,36
Brisbane,West Coast,151.1750886,16.34819594,19:25,Gabba,105,30,16,9,4,6,1.01,17.96,15,1.1,1,1.1,1.01,7,7,29,23,-39.5,-72.5,-39.5,-72.5,39.5,39.5,72.5,72.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,178.5,162.5,178.5,167.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,135,under,
Brisbane,West Coast,158.2372139,23.30969022,19:25,Gabba,105,30,16,9,4,6,1.01,17.96,15,1.1,1,1.1,1.01,7,7,29,23,-39.5,-72.5,-39.5,-72.5,39.5,39.5,72.5,72.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,178.5,162.5,178.5,167.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,135,29,36
Melbourne,St Kilda,156.9927156,10.11033894,13:10,MCG,93,55,14,9,8,7,1.34,3.17,14,1.31,1.31,1.38,1.36,3.5,3.2,3.5,3.3,-20.5,-20.5,-18.5,-18.5,20.5,18.5,20.5,18.5,1.91,1.91,1.95,1.91,1.91,1.87,1.91,1.91,165.5,161.5,165.5,161.5,1.89,1.91,1.89,1.91,1.89,1.85,1.89,1.91,,148,under,
Melbourne,St Kilda,164.4273114,17.53837058,13:10,MCG,93,55,14,9,8,7,1.34,3.17,14,1.31,1.31,1.38,1.36,3.5,3.2,3.5,3.3,-20.5,-20.5,-18.5,-18.5,20.5,18.5,20.5,18.5,1.91,1.91,1.95,1.91,1.91,1.87,1.91,1.91,165.5,161.5,165.5,161.5,1.89,1.91,1.89,1.91,1.89,1.85,1.89,1.91,,148,30,36
Carlton,Adelaide,148.9174032,-5.507472018,16:40,Marvel Stadium,116,68,17,14,10,8,1.28,3.56,15,1.42,1.28,1.42,1.3,2.9,2.9,3.75,3.7,-15.5,-22.5,-15.5,-22.5,15.5,15.5,22.5,22.5,1.91,1.87,1.91,1.87,1.91,1.91,1.95,1.95,172.5,172.5,176.5,174.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,184,under,
Carlton,Adelaide,156.3296924,1.719481536,16:40,Marvel Stadium,116,68,17,14,10,8,1.28,3.56,15,1.42,1.28,1.42,1.3,2.9,2.9,3.75,3.7,-15.5,-22.5,-15.5,-22.5,15.5,15.5,22.5,22.5,1.91,1.87,1.91,1.87,1.91,1.91,1.95,1.95,172.5,172.5,176.5,174.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,184,30,37
Collingwood,Western Bulldogs,150.9502255,-17.82556011,19:50,Marvel Stadium,51,99,7,9,14,15,2.49,1.51,15,3.25,2.25,3.25,2.55,1.35,1.35,1.65,1.54,18.5,7.5,18.5,11.5,-18.5,-18.5,-7.5,-11.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,172.5,167.5,172.5,167.5,1.89,1.85,1.89,1.91,1.89,1.87,1.89,1.91,,150,under,
Collingwood,Western Bulldogs,158.8115693,-9.892742628,19:50,Marvel Stadium,51,99,7,9,14,15,2.49,1.51,15,3.25,2.25,3.25,2.55,1.35,1.35,1.65,1.54,18.5,7.5,18.5,11.5,-18.5,-18.5,-7.5,-11.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,172.5,167.5,172.5,167.5,1.89,1.85,1.89,1.91,1.89,1.87,1.89,1.91,,150,31,37
Hawthorn,Richmond,140.9866958,-12.30680346,13:45,MCG,94,117,14,10,17,15,3.22,1.33,15,2.55,2.25,3.7,3.35,1.52,1.3,1.65,1.35,11.5,7.5,22.5,22.5,-11.5,-22.5,-7.5,-22.5,1.91,1.91,1.87,1.87,1.91,1.95,1.91,1.95,172.5,167.5,173.5,167.5,1.89,1.91,1.91,1.91,1.89,1.91,1.91,1.91,,211,under,
Hawthorn,Richmond,148.4232851,-5.048349503,13:45,MCG,94,117,14,10,17,15,3.22,1.33,15,2.55,2.25,3.7,3.35,1.52,1.3,1.65,1.35,11.5,7.5,22.5,22.5,-11.5,-22.5,-7.5,-22.5,1.91,1.91,1.87,1.87,1.91,1.95,1.91,1.95,172.5,167.5,173.5,167.5,1.89,1.91,1.91,1.91,1.89,1.91,1.91,1.91,,211,31,38
North Melbourne,Port Adelaide,138.3187855,-17.92228065,14:10,Blundstone Arena,46,115,6,10,17,13,5.96,1.11,15,4.5,4.2,6.75,6.5,1.21,1.11,1.23,1.13,27.5,25.5,38.5,38.5,-27.5,-38.5,-25.5,-38.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,159.5,155.5,159.5,155.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,161,under,
North Melbourne,Port Adelaide,145.2845873,-11.02483557,14:10,Blundstone Arena,46,115,6,10,17,13,5.96,1.11,15,4.5,4.2,6.75,6.5,1.21,1.11,1.23,1.13,27.5,25.5,38.5,38.5,-27.5,-38.5,-25.5,-38.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,159.5,155.5,159.5,155.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,161,31,39
St Kilda,Geelong,150.4340071,5.079819855,16:35,Marvel Stadium,90,80,13,12,11,14,2.07,1.72,15,1.91,1.91,2.2,2.05,1.91,1.68,1.91,1.8,1.5,1.5,6.5,3.5,-1.5,-6.5,-1.5,-3.5,1.85,1.85,1.91,1.91,1.97,1.91,1.97,1.91,165.5,164.5,165.5,164.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,,170,under,
St Kilda,Geelong,157.6280173,12.31670198,16:35,Marvel Stadium,90,80,13,12,11,14,2.07,1.72,15,1.91,1.91,2.2,2.05,1.91,1.68,1.91,1.8,1.5,1.5,6.5,3.5,-1.5,-6.5,-1.5,-3.5,1.85,1.85,1.91,1.91,1.97,1.91,1.97,1.91,165.5,164.5,165.5,164.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,,170,31,40
Sydney,Essendon,153.0059695,-4.105776888,19:25,SCG,105,47,14,21,6,11,1.26,3.72,15,1.22,1.2,1.3,1.28,4.35,3.6,4.6,3.85,-26.5,-28.5,-21.5,-22.5,26.5,21.5,28.5,22.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,172.5,169.5,172.5,169.5,1.89,1.91,1.91,1.91,1.89,1.91,1.91,1.91,,152,under,
Sydney,Essendon,160.2609747,3.24520899,19:25,SCG,105,47,14,21,6,11,1.26,3.72,15,1.22,1.2,1.3,1.28,4.35,3.6,4.6,3.85,-26.5,-28.5,-21.5,-22.5,26.5,21.5,28.5,22.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,172.5,169.5,172.5,169.5,1.89,1.91,1.91,1.91,1.89,1.91,1.91,1.91,,152,32,40
Adelaide,Brisbane,157.8246754,-16.40686541,19:10,Adelaide Oval,66,102,9,12,16,6,4.87,1.16,15,3.25,3.25,5.2,5.2,1.35,1.18,1.35,1.18,18.5,18.5,30.5,30.5,-18.5,-30.5,-18.5,-30.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,169.5,167.5,169.5,167.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,168,under,
Adelaide,Brisbane,165.6429845,-8.561402633,19:10,Adelaide Oval,66,102,9,12,16,6,4.87,1.16,15,3.25,3.25,5.2,5.2,1.35,1.18,1.35,1.18,18.5,18.5,30.5,30.5,-18.5,-30.5,-18.5,-30.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,169.5,167.5,169.5,167.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,168,33,40
Gold Coast,Fremantle,141.7345948,4.225367127,13:40,Metricon Stadium,69,33,10,9,4,9,2.38,1.55,15,2.9,2.3,3.1,2.45,1.42,1.38,1.62,1.56,15.5,8.5,17.5,9.5,-15.5,-17.5,-8.5,-9.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,150.5,144.5,150.5,150.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,102,under,
Gold Coast,Fremantle,148.7304371,11.30105909,13:40,Metricon Stadium,69,33,10,9,4,9,2.38,1.55,15,2.9,2.3,3.1,2.45,1.42,1.38,1.62,1.56,15.5,8.5,17.5,9.5,-15.5,-17.5,-8.5,-9.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,150.5,144.5,150.5,150.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,102,34,40
GWS Giants,Carlton,150.3478823,-0.886450654,15:20,Giants Stadium,75,105,11,9,15,15,1.69,2.1,15,1.54,1.54,2.25,1.68,2.5,1.65,2.5,2.25,-10.5,-10.5,7.5,-4.5,10.5,-7.5,10.5,4.5,1.91,1.91,1.91,1.85,1.91,1.91,1.91,1.97,161.5,161.5,167.5,165.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,180,under,
GWS Giants,Carlton,157.5773784,6.392329207,15:20,Giants Stadium,75,105,11,9,15,15,1.69,2.1,15,1.54,1.54,2.25,1.68,2.5,1.65,2.5,2.25,-10.5,-10.5,7.5,-4.5,10.5,-7.5,10.5,4.5,1.91,1.91,1.91,1.85,1.91,1.91,1.91,1.97,161.5,161.5,167.5,165.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,180,34,41
West Coast,Melbourne,150.110856,17.17306697,15:20,Optus Stadium,38,112,5,8,16,16,16.39,1.02,15,10,10,26,21,1.05,1.01,1.05,1.01,48.5,48.5,72.5,72.5,-48.5,-72.5,-48.5,-72.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,168.5,165.5,168.5,167.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,,150,under,
West Coast,Melbourne,157.123474,24.18666605,15:20,Optus Stadium,38,112,5,8,16,16,16.39,1.02,15,10,10,26,21,1.05,1.01,1.05,1.01,48.5,48.5,72.5,72.5,-48.5,-72.5,-48.5,-72.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,168.5,165.5,168.5,167.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,,150,35,41
Carlton,Sydney,154.7687061,-4.045367499,19:50,Marvel Stadium,102,87,15,12,13,9,2.12,1.68,16,1.75,1.75,2.22,2.22,2.1,1.7,2.1,1.7,-4.5,-4.5,3.5,3.5,4.5,-3.5,4.5,-3.5,1.91,1.91,2.02,2.02,1.91,1.8,1.91,1.8,172.5,172.5,173.5,173.5,1.89,1.89,1.91,1.91,1.89,1.89,1.95,1.91,,189,under,
Carlton,Sydney,162.2600449,3.602744122,19:50,Marvel Stadium,102,87,15,12,13,9,2.12,1.68,16,1.75,1.75,2.22,2.22,2.1,1.7,2.1,1.7,-4.5,-4.5,3.5,3.5,4.5,-3.5,4.5,-3.5,1.91,1.91,2.02,2.02,1.91,1.8,1.91,1.8,172.5,172.5,173.5,173.5,1.89,1.89,1.91,1.91,1.89,1.89,1.95,1.91,,189,35,42
Geelong,Port Adelaide,156.5692716,-2.271912018,13:45,GMHBA Stadium,82,47,11,16,7,5,1.44,2.68,16,1.23,1.23,1.48,1.48,4.2,2.7,4.2,2.75,-25.5,-25.5,-12.5,-12.5,25.5,12.5,25.5,12.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,159.5,159.5,159.5,159.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,129,no bet,
Geelong,Port Adelaide,164.0852867,5.248078136,13:45,GMHBA Stadium,82,47,11,16,7,5,1.44,2.68,16,1.23,1.23,1.48,1.48,4.2,2.7,4.2,2.75,-25.5,-25.5,-12.5,-12.5,25.5,12.5,25.5,12.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,159.5,159.5,159.5,159.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,129,35,42
Western Bulldogs,Gold Coast,149.8970578,-19.54957043,13:45,Mars Stadium,106,87,15,16,13,9,1.41,2.83,16,1.31,1.27,1.42,1.42,3.5,2.9,3.85,3,-20.5,-23.5,-15.5,-16.5,20.5,15.5,23.5,16.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,152.5,152.5,159.5,158.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,193,no bet,
Western Bulldogs,Gold Coast,157.5541549,-11.92502296,13:45,Mars Stadium,106,87,15,16,13,9,1.41,2.83,16,1.31,1.27,1.42,1.42,3.5,2.9,3.85,3,-20.5,-23.5,-15.5,-16.5,20.5,15.5,23.5,16.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,152.5,152.5,159.5,158.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,193,35,42
North Melbourne,Melbourne,147.2995495,21.2062227,16:35,Marvel Stadium,53,100,8,5,14,16,17.07,1.01,16,23,17,23,21,1,1,1.01,1.01,69.5,63.5,70.5,64.5,-69.5,-70.5,-63.5,-64.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,163.5,163.5,168.5,168.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,153,under,
North Melbourne,Melbourne,153.7946444,27.76775211,16:35,Marvel Stadium,53,100,8,5,14,16,17.07,1.01,16,23,17,23,21,1,1,1.01,1.01,69.5,63.5,70.5,64.5,-69.5,-70.5,-63.5,-64.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,163.5,163.5,168.5,168.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,153,36,42
Adelaide,St Kilda,144.3108535,-2.312248285,19:00,Adelaide Oval,69,90,9,15,14,6,3.14,1.34,15,3.1,3,3.35,3.1,1.38,1.33,1.42,1.4,17.5,16.5,19.5,16.5,-17.5,-19.5,-16.5,-16.5,1.91,1.91,1.91,1.95,1.91,1.91,1.91,1.87,163.5,161.5,163.5,161.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,,159,under,
Adelaide,St Kilda,151.2801582,4.720191669,19:00,Adelaide Oval,69,90,9,15,14,6,3.14,1.34,15,3.1,3,3.35,3.1,1.38,1.33,1.42,1.4,17.5,16.5,19.5,16.5,-17.5,-19.5,-16.5,-16.5,1.91,1.91,1.91,1.95,1.91,1.91,1.91,1.87,163.5,161.5,163.5,161.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,,159,37,42
Richmond,Essendon,151.6904736,-4.197458372,19:30,MCG,80,48,11,14,7,6,1.23,3.93,16,1.42,1.21,1.42,1.27,2.9,2.9,4.5,4,-15.5,-28.5,-15.5,-26.5,15.5,15.5,28.5,26.5,1.91,1.91,1.91,1.95,1.91,1.91,1.91,1.87,176.5,173.5,176.5,174.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,128,under,
Richmond,Essendon,159.2830837,3.36972772,19:30,MCG,80,48,11,14,7,6,1.23,3.93,16,1.42,1.21,1.42,1.27,2.9,2.9,4.5,4,-15.5,-28.5,-15.5,-26.5,15.5,15.5,28.5,26.5,1.91,1.91,1.91,1.95,1.91,1.91,1.91,1.87,176.5,173.5,176.5,174.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,128,38,42
GWS Giants,West Coast,137.4006194,6.241273443,14:10,Giants Stadium,138,86,21,12,13,8,1.15,5.2,16,1.14,1.1,1.17,1.17,5.75,5.25,7,5.4,-34.5,-39.5,-31.5,-31.5,34.5,31.5,39.5,31.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,151.5,149.5,156.5,156.5,1.89,1.95,1.91,1.91,1.89,1.85,1.91,1.91,,224,under,
GWS Giants,West Coast,144.091852,12.83764799,14:10,Giants Stadium,138,86,21,12,13,8,1.15,5.2,16,1.14,1.1,1.17,1.17,5.75,5.25,7,5.4,-34.5,-39.5,-31.5,-31.5,34.5,31.5,39.5,31.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,151.5,149.5,156.5,156.5,1.89,1.95,1.91,1.91,1.89,1.85,1.91,1.91,,224,38,43
Hawthorn,Brisbane,151.5337942,15.51430413,15:20,UTAS Stadium,117,112,18,9,17,10,3.23,1.32,16,4,3.1,4.8,3.35,1.25,1.19,1.38,1.35,24.5,18.5,29.5,19.5,-24.5,-29.5,-18.5,-19.5,1.91,1.87,1.91,1.91,1.91,1.91,1.95,1.91,169.5,169.5,171.5,170.5,1.89,1.89,1.95,1.91,1.89,1.89,1.89,1.91,,229,under,
Hawthorn,Brisbane,158.4429788,22.46356653,15:20,UTAS Stadium,117,112,18,9,17,10,3.23,1.32,16,4,3.1,4.8,3.35,1.25,1.19,1.38,1.35,24.5,18.5,29.5,19.5,-24.5,-29.5,-18.5,-19.5,1.91,1.87,1.91,1.91,1.91,1.91,1.95,1.91,169.5,169.5,171.5,170.5,1.89,1.89,1.95,1.91,1.89,1.89,1.89,1.91,,229,38,44
Fremantle,Collingwood,142.1854769,-9.59825493,15:20,Optus Stadium,44,80,6,8,12,8,1.27,3.62,16,1.21,1.2,1.33,1.33,4.5,3.5,4.6,3.5,-27.5,-28.5,-20.5,-20.5,27.5,20.5,28.5,20.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,145.5,135.5,145.5,135.5,1.89,1.95,1.89,1.95,1.89,1.87,1.89,1.87,,124,no bet,
Fremantle,Collingwood,149.6053383,-2.313326592,15:20,Optus Stadium,44,80,6,8,12,8,1.27,3.62,16,1.21,1.2,1.33,1.33,4.5,3.5,4.6,3.5,-27.5,-28.5,-20.5,-20.5,27.5,20.5,28.5,20.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,145.5,135.5,145.5,135.5,1.89,1.95,1.89,1.95,1.89,1.87,1.89,1.87,,124,38,44
Sydney,Richmond,154.6202052,-4.416677463,19:50,SCG,106,100,16,10,15,10,1.63,2.2,16,1.52,1.52,1.68,1.68,2.55,2.2,2.55,2.25,-11.5,-12.5,-6.5,-7.5,11.5,6.5,12.5,7.5,1.91,1.95,1.91,1.95,1.91,1.91,1.87,1.87,169.5,167.5,169.5,167.5,1.89,1.91,1.91,1.91,1.89,1.91,1.91,1.91,,206,under,
