home_team,away_team,totals_quantile,sides_quantile,Kick.Off,Venue,Home.Score,Away.Score,Home.Goals,Home.Behinds,Away.Goals,Away.Behinds,Home.Odds,Away.Odds,Bookmakers.Surveyed,Home.Odds.Open,Home.Odds.Min,Home.Odds.Max,Home.Odds.Close,Away.Odds.Open,Away.Odds.Min,Away.Odds.Max,Away.Odds.Close,Home.Line.Open,Home.Line.Min,Home.Line.Max,Home.Line.Close,Away.Line.Open,Away.Line.Min,Away.Line.Max,Away.Line.Close,Home.Line.Odds.Open,Home.Line.Odds.Min,Home.Line.Odds.Max,Home.Line.Odds.Close,Away.Line.Odds.Open,Away.Line.Odds.Min,Away.Line.Odds.Max,Away.Line.Odds.Close,Total.Score.Open,Total.Score.Min,Total.Score.Max,Total.Score.Close,Total.Score.Over.Open,Total.Score.Over.Min,Total.Score.Over.Max,Total.Score.Over.Close,Total.Score.Under.Open,Total.Score.Under.Min,Total.Score.Under.Max,Total.Score.Under.Close,Notes,totals,,
Port Adelaide,Melbourne,159.6643498,4.393711223,19:10,Adelaide Oval,36,68,4,12,10,8,3.1,1.35,14,2.6,2.4,3.3,3.3,1.5,1.35,1.58,1.36,12.5,9.5,17.5,17.5,-12.5,-17.5,-9.5,-17.5,1.91,1.91,1.97,1.91,1.91,1.85,1.91,1.91,170.5,163.5,170.5,163.5,1.91,1.91,1.91,1.95,1.91,1.87,1.91,1.87,,104,under,
Port Adelaide,Melbourne,167.0380535,11.69568507,19:10,Adelaide Oval,36,68,4,12,10,8,3.1,1.35,14,2.6,2.4,3.3,3.3,1.5,1.35,1.58,1.36,12.5,9.5,17.5,17.5,-12.5,-17.5,-9.5,-17.5,1.91,1.91,1.97,1.91,1.91,1.85,1.91,1.91,170.5,163.5,170.5,163.5,1.91,1.91,1.91,1.95,1.91,1.87,1.91,1.87,,104,11,14
Geelong,Brisbane,160.5417139,2.71169583,19:50,GMHBA Stadium,80,70,11,14,11,4,1.9,1.86,14,1.78,1.75,2.02,2.02,2.05,1.83,2.1,1.83,-2.5,-4.5,2.5,2.5,2.5,-2.5,4.5,-2.5,1.87,1.91,1.91,1.91,1.95,1.91,1.91,1.91,168.5,166.5,168.5,166.5,1.89,1.89,1.89,1.95,1.89,1.87,1.89,1.87,,150,under,
Geelong,Brisbane,168.3575186,10.57487923,19:50,GMHBA Stadium,80,70,11,14,11,4,1.9,1.86,14,1.78,1.75,2.02,2.02,2.05,1.83,2.1,1.83,-2.5,-4.5,2.5,2.5,2.5,-2.5,4.5,-2.5,1.87,1.91,1.91,1.91,1.95,1.91,1.91,1.91,168.5,166.5,168.5,166.5,1.89,1.89,1.89,1.95,1.89,1.87,1.89,1.87,,150,12,14
Sydney,North Melbourne,139.1393181,-15.68988537,16:35,SCG,86,75,13,8,12,3,1.09,7.09,14,1.09,1.08,1.11,1.1,7.5,6.5,8,8,-40.5,-43.5,-37.5,-40.5,40.5,37.5,43.5,40.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,155.5,151.5,160.5,159.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,161,under,
Sydney,North Melbourne,146.2159905,-8.624750381,16:35,SCG,86,75,13,8,12,3,1.09,7.09,14,1.09,1.08,1.11,1.1,7.5,6.5,8,8,-40.5,-43.5,-37.5,-40.5,40.5,37.5,43.5,40.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,155.5,151.5,160.5,159.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,161,12,15
Collingwood,West Coast,134.3354141,-6.684479691,16:35,Marvel Stadium,74,87,10,14,14,3,1.24,3.92,14,1.22,1.21,1.38,1.24,4.35,3.1,4.5,4.25,-26.5,-27.5,-18.5,-25.5,26.5,18.5,27.5,25.5,1.91,1.91,1.95,1.91,1.91,1.87,1.91,1.91,169.5,165.5,169.5,165.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,161,under,
Collingwood,West Coast,141.0598561,0.114026229,16:35,Marvel Stadium,74,87,10,14,14,3,1.24,3.92,14,1.22,1.21,1.38,1.24,4.35,3.1,4.5,4.25,-26.5,-27.5,-18.5,-25.5,26.5,18.5,27.5,25.5,1.91,1.91,1.95,1.91,1.91,1.87,1.91,1.91,169.5,165.5,169.5,165.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,161,13,15
Richmond,Western Bulldogs,153.9486034,-13.15421051,19:25,MCG,99,61,15,9,7,19,2.67,1.45,14,2.02,2.02,2.9,2.8,1.8,1.44,1.8,1.47,2.5,2.5,14.5,14.5,-2.5,-14.5,-2.5,-14.5,1.91,1.91,1.95,1.87,1.91,1.87,1.91,1.95,170.5,165.5,170.5,165.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,160,under,
Richmond,Western Bulldogs,161.6785429,-5.399086189,19:25,MCG,99,61,15,9,7,19,2.67,1.45,14,2.02,2.02,2.9,2.8,1.8,1.44,1.8,1.47,2.5,2.5,14.5,14.5,-2.5,-14.5,-2.5,-14.5,1.91,1.91,1.95,1.87,1.91,1.87,1.91,1.95,170.5,165.5,170.5,165.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,160,14,15
Fremantle,GWS Giants,146.2623846,-8.172838982,17:25,Optus Stadium,88,54,13,10,8,6,1.64,2.2,14,2.02,1.65,2.1,1.7,1.8,1.75,2.3,2.22,2.5,-7.5,4.5,-6.5,-2.5,-4.5,7.5,6.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,158.5,157.5,158.5,157.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,,142,under,
Fremantle,GWS Giants,153.4020284,-1.147661998,17:25,Optus Stadium,88,54,13,10,8,6,1.64,2.2,14,2.02,1.65,2.1,1.7,1.8,1.75,2.3,2.22,2.5,-7.5,4.5,-6.5,-2.5,-4.5,7.5,6.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,158.5,157.5,158.5,157.5,1.89,1.89,1.89,1.91,1.89,1.89,1.89,1.91,,142,15,15
Essendon,Adelaide,147.3743163,-7.515338375,13:10,Marvl,103,99,15,13,15,9,1.58,2.32,14,1.4,1.33,1.65,1.63,3,2.25,3.35,2.35,-16.5,-19.5,-7.5,-8.5,16.5,7.5,19.5,8.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,173.5,171.5,174.5,174.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,202,under,
Essendon,Adelaide,154.4463462,-0.564503755,13:10,Marvl,103,99,15,13,15,9,1.58,2.32,14,1.4,1.33,1.65,1.63,3,2.25,3.35,2.35,-16.5,-19.5,-7.5,-8.5,16.5,7.5,19.5,8.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,173.5,171.5,174.5,174.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,202,15,16
Hawthorn,St Kilda,133.4131787,-7.437382666,15:20,MCG,73,142,10,13,22,10,1.99,1.77,13,2.1,1.97,2.1,2.05,1.75,1.75,1.85,1.8,4.5,2.5,4.5,2.5,-4.5,-4.5,-2.5,-2.5,1.91,1.87,1.91,1.95,1.91,1.91,1.95,1.87,166.5,164.5,166.5,164.5,1.89,1.89,1.95,1.91,1.89,1.89,1.89,1.91,,215,under,
Hawthorn,St Kilda,140.1254566,-0.696802931,15:20,MCG,73,142,10,13,22,10,1.99,1.77,13,2.1,1.97,2.1,2.05,1.75,1.75,1.85,1.8,4.5,2.5,4.5,2.5,-4.5,-4.5,-2.5,-2.5,1.91,1.87,1.91,1.95,1.91,1.91,1.95,1.87,166.5,164.5,166.5,164.5,1.89,1.89,1.95,1.91,1.89,1.89,1.89,1.91,,215,15,17
Gold Coast,Carlton,139.1695396,6.536292627,16:10,Metricon Stadium,92,62,13,14,8,14,2.32,1.58,14,2.05,2.05,2.9,2.35,1.78,1.42,1.78,1.63,3.5,3.5,15.5,8.5,-3.5,-15.5,-3.5,-8.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,159.5,159.5,160.5,160.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,154,under,
Gold Coast,Carlton,145.9635077,13.4053408,16:10,Metricon Stadium,92,62,13,14,8,14,2.32,1.58,14,2.05,2.05,2.9,2.35,1.78,1.42,1.78,1.63,3.5,3.5,15.5,8.5,-3.5,-15.5,-3.5,-8.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,159.5,159.5,160.5,160.5,1.89,1.89,1.91,1.91,1.89,1.89,1.91,1.91,,154,16,17
Brisbane,Collingwood,151.3981261,14.60845534,19:35,Gabba,98,91,15,8,14,7,1.17,4.71,14,1.31,1.17,1.31,1.19,3.5,3.5,5.25,5,-20.5,-30.5,-20.5,-29.5,20.5,20.5,30.5,29.5,1.91,1.91,1.91,1.93,1.91,1.91,1.91,1.89,173.5,168.5,173.5,169.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,189,under,
Brisbane,Collingwood,158.7469904,21.92101194,19:35,Gabba,98,91,15,8,14,7,1.17,4.71,14,1.31,1.17,1.31,1.19,3.5,3.5,5.25,5,-20.5,-30.5,-20.5,-29.5,20.5,20.5,30.5,29.5,1.91,1.91,1.91,1.93,1.91,1.91,1.91,1.89,173.5,168.5,173.5,169.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,189,16,18
North Melbourne,Western Bulldogs,145.4892813,-22.72938698,16:20,Marvel Stadium,71,139,11,5,21,13,4.62,1.19,14,6,5,7,5.2,1.13,1.1,1.19,1.18,35.5,30.5,39.5,30.5,-35.5,-39.5,-30.5,-30.5,1.91,1.87,1.91,1.91,1.91,1.91,1.95,1.91,166.5,164.5,168.5,168.5,1.91,1.89,1.95,1.91,1.91,1.89,1.95,1.91,,210,under,
North Melbourne,Western Bulldogs,152.9518362,-15.42546645,16:20,Marvel Stadium,71,139,11,5,21,13,4.62,1.19,14,6,5,7,5.2,1.13,1.1,1.19,1.18,35.5,30.5,39.5,30.5,-35.5,-39.5,-30.5,-30.5,1.91,1.87,1.91,1.91,1.91,1.91,1.95,1.91,166.5,164.5,168.5,168.5,1.91,1.89,1.95,1.91,1.91,1.89,1.95,1.91,,210,16,19
West Coast,Sydney,143.0497363,4.011300094,17:40,Optus Stadium,58,121,9,4,18,13,2.11,1.7,14,3.35,2.15,3.35,2.18,1.33,1.33,1.72,1.72,19.5,4.5,19.5,5.5,-19.5,-19.5,-4.5,-5.5,1.91,1.95,1.91,1.91,1.91,1.91,1.87,1.91,162.5,161.5,162.5,162.5,1.91,1.89,1.91,1.91,1.91,1.85,1.91,1.91,,179,under,
West Coast,Sydney,149.6333191,10.73252815,17:40,Optus Stadium,58,121,9,4,18,13,2.11,1.7,14,3.35,2.15,3.35,2.18,1.33,1.33,1.72,1.72,19.5,4.5,19.5,5.5,-19.5,-19.5,-4.5,-5.5,1.91,1.95,1.91,1.91,1.91,1.91,1.87,1.91,162.5,161.5,162.5,162.5,1.91,1.89,1.91,1.91,1.91,1.85,1.91,1.91,,179,16,20
St Kilda,Gold Coast,137.2008827,-8.456821551,13:45,Marvel Stadium,87,61,13,9,9,7,1.32,3.24,13,1.4,1.3,1.4,1.35,3,3,3.7,3.35,-16.5,-21.5,-16.5,-19.5,16.5,16.5,21.5,19.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,170.5,170.5,171.5,171.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,,148,under,
St Kilda,Gold Coast,144.7173012,-0.893760132,13:45,Marvel Stadium,87,61,13,9,9,7,1.32,3.24,13,1.4,1.3,1.4,1.35,3,3,3.7,3.35,-16.5,-21.5,-16.5,-19.5,16.5,16.5,21.5,19.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,170.5,170.5,171.5,171.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,,148,17,20
Adelaide,Richmond,145.380526,-2.940005345,16:35,Adelaide Oval,101,82,15,11,12,10,2.14,1.67,14,2.4,2.15,2.5,2.18,1.58,1.54,1.72,1.72,9.5,5.5,10.5,6.5,-9.5,-10.5,-5.5,-6.5,1.91,1.91,1.91,1.87,1.91,1.91,1.91,1.95,173.5,173.5,175.5,175.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,,183,under,
Adelaide,Richmond,152.3725164,4.055206789,16:35,Adelaide Oval,101,82,15,11,12,10,2.14,1.67,14,2.4,2.15,2.5,2.18,1.58,1.54,1.72,1.72,9.5,5.5,10.5,6.5,-9.5,-10.5,-5.5,-6.5,1.91,1.91,1.91,1.87,1.91,1.91,1.91,1.95,173.5,173.5,175.5,175.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,,183,17,21
Melbourne,GWS Giants,158.9222056,-12.61185757,19:25,MCG,120,53,19,6,7,11,1.13,5.5,14,1.4,1.15,1.4,1.15,3,3,6,6,-16.5,-34.5,-16.5,-34.5,16.5,16.5,34.5,34.5,1.91,1.93,1.91,1.93,1.91,1.91,1.89,1.89,163.5,159.5,163.5,159.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,173,no bet,
Melbourne,GWS Giants,166.617817,-4.879812888,19:25,MCG,120,53,19,6,7,11,1.13,5.5,14,1.4,1.15,1.4,1.15,3,3,6,6,-16.5,-34.5,-16.5,-34.5,16.5,16.5,34.5,34.5,1.91,1.93,1.91,1.93,1.91,1.91,1.89,1.89,163.5,159.5,163.5,159.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,173,17,21
Carlton,Port Adelaide,149.5700393,-4.653487403,13:40,MCG,94,91,14,10,13,13,1.58,2.33,14,1.65,1.44,1.65,1.6,2.25,2.25,2.8,2.4,-7.5,-14.5,-7.5,-8.5,7.5,7.5,14.5,8.5,1.91,1.91,1.91,1.87,1.91,1.91,1.91,1.95,164.5,164.5,166.5,166.5,1.89,1.87,1.91,1.91,1.93,1.89,1.91,1.91,,185,under,
Carlton,Port Adelaide,156.6190483,2.334518205,13:40,MCG,94,91,14,10,13,13,1.58,2.33,14,1.65,1.44,1.65,1.6,2.25,2.25,2.8,2.4,-7.5,-14.5,-7.5,-8.5,7.5,7.5,14.5,8.5,1.91,1.91,1.91,1.87,1.91,1.91,1.91,1.95,164.5,164.5,166.5,166.5,1.89,1.87,1.91,1.91,1.93,1.89,1.91,1.91,,185,17,22
Essendon,Fremantle,148.2412025,0.178646635,16:40,Marvel Stadium,59,107,8,11,16,11,1.86,1.9,14,1.68,1.68,1.97,1.93,2.2,1.85,2.2,1.93,-6.5,-6.5,1.5,1.5,6.5,-1.5,6.5,-1.5,1.91,1.91,1.91,1.82,1.91,1.91,1.91,2,168.5,167.5,168.5,168.5,1.91,1.89,2,1.91,1.91,1.89,1.91,1.91,,166,under,
Essendon,Fremantle,155.1829601,7.165464156,16:40,Marvel Stadium,59,107,8,11,16,11,1.86,1.9,14,1.68,1.68,1.97,1.93,2.2,1.85,2.2,1.93,-6.5,-6.5,1.5,1.5,6.5,-1.5,6.5,-1.5,1.91,1.91,1.91,1.82,1.91,1.91,1.91,2,168.5,167.5,168.5,168.5,1.91,1.89,2,1.91,1.91,1.89,1.91,1.91,,166,18,22
Hawthorn,Geelong,142.4219137,10.25392259,15:20,MCG,92,80,14,8,11,14,3.18,1.33,14,2.7,2.6,3.3,3.3,1.47,1.35,1.5,1.36,13.5,12.5,18.5,18.5,-13.5,-18.5,-12.5,-18.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,158.5,149.5,158.5,151.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,172,under,
Hawthorn,Geelong,148.9755371,16.92815776,15:20,MCG,92,80,14,8,11,14,3.18,1.33,14,2.7,2.6,3.3,3.3,1.47,1.35,1.5,1.36,13.5,12.5,18.5,18.5,-13.5,-18.5,-12.5,-18.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,158.5,149.5,158.5,151.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,172,18,23
GWS Giants,St Kilda,146.1623476,-0.431861342,19:50,Manuka Oval,60,77,8,12,10,17,2.08,1.71,14,1.58,1.58,2.15,2.15,2.4,1.75,2.4,1.75,-9.5,-9.5,4.5,3.5,9.5,-4.5,9.5,-3.5,1.91,1.91,1.91,1.97,1.91,1.91,1.91,1.85,161.5,158.5,161.5,160.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,137,under,
GWS Giants,St Kilda,153.3501984,6.754066708,19:50,Manuka Oval,60,77,8,12,10,17,2.08,1.71,14,1.58,1.58,2.15,2.15,2.4,1.75,2.4,1.75,-9.5,-9.5,4.5,3.5,9.5,-4.5,9.5,-3.5,1.91,1.91,1.91,1.97,1.91,1.91,1.91,1.85,161.5,158.5,161.5,160.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,137,19,23
Western Bulldogs,Adelaide,157.2232862,-14.38424987,13:45,Mars Stadium,62,63,9,8,8,15,1.24,3.81,15,1.22,1.21,1.33,1.25,4.35,3.35,4.5,4,-26.5,-27.5,-19.5,-24.5,26.5,19.5,27.5,24.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,168.5,168.5,171.5,171.5,1.91,1.91,1.93,1.91,1.91,1.91,1.93,1.91,,125,under,
Western Bulldogs,Adelaide,164.9618939,-6.786861146,13:45,Mars Stadium,62,63,9,8,8,15,1.24,3.81,15,1.22,1.21,1.33,1.25,4.35,3.35,4.5,4,-26.5,-27.5,-19.5,-24.5,26.5,19.5,27.5,24.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,168.5,168.5,171.5,171.5,1.91,1.91,1.93,1.91,1.91,1.91,1.93,1.91,,125,20,23
Port Adelaide,West Coast,143.4641438,5.686735224,16:05,Adelaide Oval,117,33,18,9,4,9,1.21,4.15,15,1.44,1.21,1.47,1.21,2.8,2.7,4.5,4.5,-14.5,-27.5,-13.5,-27.5,14.5,13.5,27.5,27.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,162.5,162.5,162.5,162.5,1.91,1.91,1.93,1.91,1.91,1.91,1.93,1.91,,150,under,
Port Adelaide,West Coast,150.1469973,12.37288335,16:05,Adelaide Oval,117,33,18,9,4,9,1.21,4.15,15,1.44,1.21,1.47,1.21,2.8,2.7,4.5,4.5,-14.5,-27.5,-13.5,-27.5,14.5,13.5,27.5,27.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,162.5,162.5,162.5,162.5,1.91,1.91,1.93,1.91,1.91,1.91,1.93,1.91,,150,21,23
Fremantle,Carlton,147.9436241,-1.922592408,17:40,Optus Stadium,97,62,14,13,9,8,1.63,2.21,15,1.8,1.68,1.85,1.68,2.02,1.97,2.2,2.2,-2.5,-6.5,-1.5,-6.5,2.5,1.5,6.5,6.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,161.5,158.5,161.5,158.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,159,under,
Fremantle,Carlton,155.0551411,5.157384861,17:40,Optus Stadium,97,62,14,13,9,8,1.63,2.21,15,1.8,1.68,1.85,1.68,2.02,1.97,2.2,2.2,-2.5,-6.5,-1.5,-6.5,2.5,1.5,6.5,6.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,161.5,158.5,161.5,158.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,159,22,23
North Melbourne,Geelong,141.5593454,11.96498725,13:10,Blundstone Arena,61,121,9,7,17,19,4.41,1.19,15,5,4.35,5,4.8,1.18,1.18,1.22,1.2,30.5,26.5,30.5,28.5,-30.5,-30.5,-26.5,-28.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,166.5,166.5,168.5,167.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,182,under,
North Melbourne,Geelong,148.2005768,18.38725049,13:10,Blundstone Arena,61,121,9,7,17,19,4.41,1.19,15,5,4.35,5,4.8,1.18,1.18,1.22,1.2,30.5,26.5,30.5,28.5,-30.5,-30.5,-26.5,-28.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,166.5,166.5,168.5,167.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,182,22,24
Gold Coast,Brisbane,151.2752633,15.56336776,16:10,Metricon Stadium,80,132,11,14,21,6,3.42,1.29,15,3,3,3.7,3.7,1.4,1.3,1.4,1.3,16.5,16.5,21.5,21.5,-16.5,-21.5,-16.5,-21.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,165.5,164.5,165.5,164.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,212,under,
Gold Coast,Brisbane,158.232188,22.640961,16:10,Metricon Stadium,80,132,11,14,21,6,3.42,1.29,15,3,3,3.7,3.7,1.4,1.3,1.4,1.3,16.5,16.5,21.5,21.5,-16.5,-21.5,-16.5,-21.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,165.5,164.5,165.5,164.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,212,22,25
Richmond,Melbourne,157.7829567,8.383752567,19:25,MCG,54,76,8,6,9,22,3.61,1.27,15,3.6,3.5,4.35,3.85,1.3,1.22,1.31,1.28,21.5,20.5,26.5,22.5,-21.5,-26.5,-20.5,-22.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,169.5,167.5,169.5,167.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,130,under,
Richmond,Melbourne,165.0242433,15.56399125,19:25,MCG,54,76,8,6,9,22,3.61,1.27,15,3.6,3.5,4.35,3.85,1.3,1.22,1.31,1.28,21.5,20.5,26.5,22.5,-21.5,-26.5,-20.5,-22.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,169.5,167.5,169.5,167.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,130,23,25
Hawthorn,Sydney,141.1556534,-14.42053186,12:30,UTAS Stadium,68,109,10,8,16,13,2.4,1.54,15,2.5,2.25,2.68,2.5,1.54,1.48,1.65,1.56,10.5,7.5,12.5,10.5,-10.5,-12.5,-7.5,-10.5,1.91,1.91,1.93,1.91,1.91,1.89,1.91,1.91,167.5,167.5,168.5,168.5,1.91,1.87,1.91,1.91,1.91,1.91,1.91,1.91,,177,under,
Hawthorn,Sydney,148.2020965,-7.418264858,12:30,UTAS Stadium,68,109,10,8,16,13,2.4,1.54,15,2.5,2.25,2.68,2.5,1.54,1.48,1.65,1.56,10.5,7.5,12.5,10.5,-10.5,-12.5,-7.5,-10.5,1.91,1.91,1.93,1.91,1.91,1.89,1.91,1.91,167.5,167.5,168.5,168.5,1.91,1.87,1.91,1.91,1.91,1.91,1.91,1.91,,177,23,26
Essendon,Collingwood,142.6453372,-11.5949617,15:20,MCG,82,93,12,10,15,3,2.33,1.57,15,2.55,2.3,2.8,2.45,1.52,1.44,1.63,1.58,11.5,8.5,14.5,9.5,-11.5,-14.5,-8.5,-9.5,1.91,1.87,1.91,1.91,1.91,1.91,1.95,1.91,172.5,172.5,172.5,172.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,175,under,
Essendon,Collingwood,149.9523605,-4.27505301,15:20,MCG,82,93,12,10,15,3,2.33,1.57,15,2.55,2.3,2.8,2.45,1.52,1.44,1.63,1.58,11.5,8.5,14.5,9.5,-11.5,-14.5,-8.5,-9.5,1.91,1.87,1.91,1.91,1.91,1.91,1.95,1.91,172.5,172.5,172.5,172.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,175,23,27
West Coast,Richmond,138.4720888,2.852598984,18:10,Optus Stadium,56,165,8,8,25,15,2.67,1.45,15,2.2,2.2,2.85,2.85,1.68,1.45,1.68,1.45,6.5,6.5,13.5,13.5,-6.5,-13.5,-6.5,-13.5,1.91,1.91,1.95,1.95,1.91,1.87,1.91,1.87,162.5,161.5,162.5,162.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,221,under,
West Coast,Richmond,145.2328834,9.633765726,18:10,Optus Stadium,56,165,8,8,25,15,2.67,1.45,15,2.2,2.2,2.85,2.85,1.68,1.45,1.68,1.45,6.5,6.5,13.5,13.5,-6.5,-13.5,-6.5,-13.5,1.91,1.91,1.95,1.95,1.91,1.87,1.91,1.87,162.5,161.5,162.5,162.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,,221,23,28
Geelong,Fremantle,152.8763163,-8.913264422,13:45,GMHBA Stadium,66,69,10,6,10,9,1.26,3.68,15,1.31,1.21,1.44,1.27,3.5,2.8,4.5,4,-20.5,-27.5,-14.5,-23.5,20.5,14.5,27.5,23.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,159.5,151.5,159.5,158.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,,135,no bet,
Geelong,Fremantle,160.6799591,-1.04543692,13:45,GMHBA Stadium,66,69,10,6,10,9,1.26,3.68,15,1.31,1.21,1.44,1.27,3.5,2.8,4.5,4,-20.5,-27.5,-14.5,-23.5,20.5,14.5,27.5,23.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,159.5,151.5,159.5,158.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,,135,23,28
Adelaide,GWS Giants,148.1593067,-3.634577474,13:40,Adelaide Oval,54,113,8,6,17,11,1.72,2.07,15,2.02,1.65,2.02,1.75,1.8,1.8,2.25,2.15,2.5,-6.5,2.5,-3.5,-2.5,-2.5,6.5,3.5,1.91,1.89,1.91,1.85,1.91,1.91,1.93,1.97,164.5,164.5,166.5,166.5,1.91,1.85,1.91,1.91,1.91,1.89,1.91,1.91,,167,under,
Adelaide,GWS Giants,155.2863351,3.502309879,13:40,Adelaide Oval,54,113,8,6,17,11,1.72,2.07,15,2.02,1.65,2.02,1.75,1.8,1.8,2.25,2.15,2.5,-6.5,2.5,-3.5,-2.5,-2.5,6.5,3.5,1.91,1.89,1.91,1.85,1.91,1.91,1.93,1.97,164.5,164.5,166.5,166.5,1.91,1.85,1.91,1.91,1.91,1.89,1.91,1.91,,167,23,29
Melbourne,Hawthorn,150.2877621,-23.90470499,16:35,MCG,91,81,13,13,11,15,1.15,5.13,15,1.12,1.12,1.25,1.16,6.25,4,6.25,5.6,-36.5,-36.5,-24.5,-30.5,36.5,24.5,36.5,30.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,162.5,157.5,162.5,159.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,,172,under,
Melbourne,Hawthorn,157.986131,-16.00155353,16:35,MCG,91,81,13,13,11,15,1.15,5.13,15,1.12,1.12,1.25,1.16,6.25,4,6.25,5.6,-36.5,-36.5,-24.5,-30.5,36.5,24.5,36.5,30.5,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,162.5,157.5,162.5,159.5,1.91,1.89,1.91,1.91,1.91,1.89,1.91,1.91,,172,23,30
St Kilda,Port Adelaide,148.5401363,1.816451738,19:25,Cazaly’s Stadium,42,43,4,18,5,13,1.62,2.23,14,1.6,1.58,1.68,1.65,2.35,2.2,2.4,2.3,-8.5,-9.5,-6.5,-7.5,8.5,6.5,9.5,7.5,1.91,1.91,1.91,1.89,1.91,1.91,1.91,1.93,160.5,153.5,160.5,153.5,1.89,1.91,1.89,1.91,1.89,1.91,1.89,1.91,,85,under,
