"match_id","points_per_kick","home_ground","temp","humidity","dew","precip","precipprob","windspeed","winddir","conditions"
14848,3.16326530612245,"Docklands Stadium",63.6,90.99,60.9,0,0,0,0,"Rain, Partially cloudy"
14849,3.33333333333333,"Adelaide Oval",64.3,84.37,59.5,0,0,339,339,"Partially cloudy"
14850,3.38775510204082,"Adelaide Oval",56.9,67.89,46.4,0,0,22,22,"Clear"
14851,2.71428571428571,"Docklands Stadium",68.4,60.26,54.1,0,0,360,360,"Clear"
14852,3.77551020408163,"Melbourne Cricket Ground",69.1,58.75,54.1,0,0,360,360,"Partially cloudy"
14853,3.81132075471698,"Sydney Showground Stadium",74.7,37.77,47.3,0,0,40,40,"Clear"
14854,3.30645161290323,"The Gabba",68.2,83.27,62.9,0,0,129,129,"Partially cloudy"
14855,3.51785714285714,"Melbourne Cricket Ground",66.5,57.34,51,0,0,359,359,"Clear"
14856,3.38888888888889,"Docklands Stadium",67.8,53.05,50,0,0,280,280,"Partially cloudy"
14857,3.56603773584906,"Melbourne Cricket Ground",68.6,43.56,45.6,0,0,256,256,"Partially cloudy"
14858,3.47727272727273,"Perth Stadium",91.2,21.3,46.2,0,0,160,160,"Partially cloudy"
14859,3.02564102564103,"Melbourne Cricket Ground",54.4,79.87,48.3,0,0,42,42,"Partially cloudy"
14860,3.76595744680851,"Melbourne Cricket Ground",63.9,56.75,48.2,0,0,354,354,"Partially cloudy"
14861,3.90909090909091,"Carrara Stadium",77.1,56.55,60.5,0,0,118,118,"Partially cloudy"
14862,3.64583333333333,"Adelaide Oval",69.2,42.48,45.5,0,0,352,352,"Partially cloudy"
14863,3.18367346938776,"Docklands Stadium",59.1,65.21,47.5,0,0,1,1,"Clear"
14864,2.72727272727273,"Perth Stadium",82.5,69.72,71.6,0,0,280,280,"Clear"
14865,3.42857142857143,"Melbourne Cricket Ground",68.2,53.25,50.6,0,0,352,352,"Clear"
14866,3.6,"Sydney Showground Stadium",71.6,64.83,59.2,0,0,67,67,"Partially cloudy"
14867,3.38,"Docklands Stadium",71.4,43.05,47.8,0,0,1,1,"Clear"
14868,3.27659574468085,"Sydney Cricket Ground",57.2,38.92,32.4,0,0,262,262,"Partially cloudy"
14869,4.07547169811321,"The Gabba",72.9,27.9,37.8,0,0,260,260,"Partially cloudy"
14870,3.39285714285714,"Melbourne Cricket Ground",52.7,88.59,49.4,0,0,192,192,"Partially cloudy"
14871,3.70454545454545,"Docklands Stadium",54.9,69.98,45.2,0,0,217,217,"Overcast"
14872,3.84090909090909,"Docklands Stadium",53.2,70.37,43.8,0,0,206,206,"Overcast"
14873,3.29824561403509,"Adelaide Oval",51.9,75.74,44.5,0,0,107,107,"Partially cloudy"
14874,3.33928571428571,"Docklands Stadium",55.9,55.87,40.3,0,0,244,244,"Overcast"
14875,3.24324324324324,"Melbourne Cricket Ground",56,55.18,40.1,0,0,260,260,"Overcast"
14876,3.42592592592593,"Perth Stadium",87.6,48.85,66,0,0,270,270,"Clear"
14877,3.23076923076923,"Docklands Stadium",53,93.94,51.3,0,0,30,30,"Partially cloudy"
14878,3.18181818181818,"Melbourne Cricket Ground",54.8,99.78,54.8,0,0,213,213,"Overcast"
14879,3.66666666666667,"Docklands Stadium",54.6,99.85,54.6,0,0,203,203,"Overcast"
14880,3.73469387755102,"Kardinia Park",54.7,99.95,54.6,0,0,218,218,"Overcast"
14881,3,"Carrara Stadium",64.2,98.92,63.9,0,0,201,201,"Partially cloudy"
14882,3.48979591836735,"Perth Stadium",84,69.67,73,0,0,250,250,"Partially cloudy"
14883,3.31481481481481,"Melbourne Cricket Ground",56.7,99.65,56.6,0,0,183,183,"Overcast"
14884,3.6046511627907,"Docklands Stadium",57.3,96.7,56.4,0,0,0,0,"Rain, Overcast"
14885,2.88524590163934,"Adelaide Oval",56.1,66.78,45.2,0,0,258,258,"Partially cloudy"
14886,3.74509803921569,"Docklands Stadium",55.4,81.18,49.7,0,0,327,327,"Partially cloudy"
14887,3.72549019607843,"Adelaide Oval",57.3,70.69,47.9,0,0,219,219,"Partially cloudy"
14888,3.86792452830189,"The Gabba",70,58.62,54.9,0,0,48,48,"Partially cloudy"
14889,3.74468085106383,"Kardinia Park",51,62.39,38.6,0,0,268,268,"Partially cloudy"
14890,3.30188679245283,"Perth Stadium",85.8,31.42,52.1,0,0,90,90,"Clear"
14891,3.89583333333333,"Docklands Stadium",54.7,50.12,36.4,0,0,209,209,"Partially cloudy"
14892,3.7962962962963,"Melbourne Cricket Ground",55.9,51,38,0,0,212,212,"Partially cloudy"
14893,2.92982456140351,"Sydney Showground Stadium",60.3,48.93,41.1,0,0,167,167,"Partially cloudy"
14894,3.47826086956522,"Melbourne Cricket Ground",55.5,54.89,39.5,0,0,2,2,"Partially cloudy"
14895,3.35294117647059,"Docklands Stadium",55.6,99.87,55.6,0,0,64,64,"Overcast"
14896,3.8,"The Gabba",70.9,70.35,60.8,0,0,130,130,"Partially cloudy"
14897,2.83018867924528,"Perth Stadium",88.1,26.92,49.8,0,0,140,140,"Partially cloudy"
14898,3.22727272727273,"Docklands Stadium",49,92.42,46.9,0,0,159,159,"Overcast"
14899,2.46666666666667,"Sydney Cricket Ground",62.6,91.71,60.2,0,0,96,96,"Partially cloudy"
14900,3.20634920634921,"Docklands Stadium",52.1,85.7,47.9,0,0,201,201,"Partially cloudy"
14901,2.98148148148148,"Adelaide Oval",49.8,70.86,40.8,0,0,274,274,"Partially cloudy"
14902,3.02564102564103,"Melbourne Cricket Ground",42.7,74.01,35,0,0,298,298,"Clear"
14903,3.29824561403509,"Melbourne Cricket Ground",53.6,58.93,39.6,0,0,327,327,"Clear"
14904,3.16949152542373,"Sydney Showground Stadium",55.3,40.42,31.6,0,0,204,204,"Clear"
14905,3.42307692307692,"Docklands Stadium",46.7,89.74,43.9,0,0,351,351,"Overcast"
14906,2.85714285714286,"Melbourne Cricket Ground",49.9,56.93,35.2,0,0,351,351,"Overcast"
14907,3.50980392156863,"Perth Stadium",78.8,78.61,71.6,0,0,300,300,"Clear"
14908,3.66666666666667,"Adelaide Oval",52.2,91.53,49.8,0,0,316,316,"Partially cloudy"
14909,2.64615384615385,"Carrara Stadium",66.4,40.12,41.4,0,0,144,144,"Clear"
14910,3.53333333333333,"Sydney Cricket Ground",62,39.94,37.4,0,0,283,283,"Clear"
14911,2.67567567567568,"Docklands Stadium",57.8,58.36,43.3,0,0,331,331,"Overcast"
14912,3.47540983606557,"Melbourne Cricket Ground",61,58.29,46.3,0,0,340,340,"Partially cloudy"
14913,3.625,"Adelaide Oval",46.9,87.87,43.5,0,0,151,151,"Overcast"
14914,3.6046511627907,"Kardinia Park",51.8,88.72,48.6,0,0,190,190,"Partially cloudy"
14915,3.7719298245614,"Sydney Showground Stadium",60.3,76.59,52.9,0,0,208,208,"Partially cloudy"
14916,4.23728813559322,"Carrara Stadium",67.6,46,46.1,0,0,54,54,"Clear"
14917,3.5,"Docklands Stadium",48.2,91.15,45.8,0,0,98,98,"Clear"
14918,2.875,"Melbourne Cricket Ground",48.2,91.15,45.8,0,0,98,98,"Clear"
14919,3.4,"Docklands Stadium",57,68.92,46.9,0,0,1,1,"Overcast"
14920,3.74468085106383,"Perth Stadium",82.4,45.1,59,0,0,200,200,"Clear"
14921,3.70909090909091,"Docklands Stadium",54.4,76.87,47.3,0,0,11,11,"Overcast"
14922,2.66666666666667,"Sydney Cricket Ground",52.7,37.31,27.3,0,0,261,261,"Clear"
14923,3.69444444444444,"Perth Stadium",71.9,24.31,33.4,0,0,97,97,"Partially cloudy"
14924,3.56,"Melbourne Cricket Ground",55.2,57.62,40.5,0,0,214,214,"Clear"
14925,3.23636363636364,"Docklands Stadium",55.6,57.32,40.8,0,0,185,185,"Clear"
14926,3,"Docklands Stadium",46.5,84.54,42.1,0,0,163,163,"Clear"
14927,3.09615384615385,"Adelaide Oval",45.9,81.02,40.4,0,0,54,54,"Clear"
14928,3.20833333333333,"Docklands Stadium",58.9,47.02,38.8,0,0,352,352,"Clear"
14929,3.30909090909091,"Docklands Stadium",60.2,45.52,39.1,0,0,1,1,"Overcast"
14930,3.33870967741935,"The Gabba",68.2,68.07,57.3,0,0,129,129,"Partially cloudy"
14931,3.29508196721311,"Melbourne Cricket Ground",53.6,71.48,44.6,0,0,319,319,"Partially cloudy"
14932,3.11363636363636,"Sydney Cricket Ground",63.8,28.24,30.3,0,0,298,298,"Clear"
14933,3.95555555555556,"Carrara Stadium",84.2,34.9,53.6,0,0,260,260,"Clear"
14934,3.05,"Perth Stadium",91,18.48,42.4,0,0,170,170,"Clear"
14935,2.77083333333333,"Kardinia Park",46.8,75.22,39.4,0,0,289,289,"Partially cloudy"
14936,3.375,"Docklands Stadium",46.8,75.22,39.4,0,0,289,289,"Partially cloudy"
14937,3.375,"Docklands Stadium",50.9,64.86,39.5,0,0,359,359,"Clear"
14938,2.71428571428571,"Melbourne Cricket Ground",51,65.35,39.8,0,0,351,351,"Overcast"
14939,3.23809523809524,"Adelaide Oval",50.8,71.87,42,0,0,290,290,"Partially cloudy"
14940,3.42307692307692,"Kardinia Park",54.4,86.35,50.4,0,0,305,305,"Partially cloudy"
14941,3.275,"Sydney Showground Stadium",62.1,55.02,45.7,0,0,178,178,"Partially cloudy"
14942,2.59574468085106,"Melbourne Cricket Ground",55.4,74.35,47.4,0,0,359,359,"Partially cloudy"
14943,3.62790697674419,"Melbourne Cricket Ground",53.8,76.45,46.6,0,0,353,353,"Overcast"
14944,2.80392156862745,"Docklands Stadium",53.6,76.14,46.3,0,0,351,351,"Clear"
14945,3.40277777777778,"The Gabba",59,74.75,51,0,0,129,129,"Clear"
14946,2.8,"Melbourne Cricket Ground",61.1,44.39,39.3,0,0,340,340,"Clear"
14947,3.91304347826087,"Perth Stadium",89.6,5.13,10.3,0,0,170,170,"Clear"
14948,3.51724137931034,"Adelaide Oval",57.1,72.12,48.2,0,0,1,1,"Partially cloudy"
14949,3.48936170212766,"Melbourne Cricket Ground",52.1,66.95,41.5,0,0,224,224,"Overcast"
14950,2.6,"Sydney Cricket Ground",57.7,77.63,50.8,0,0,109,109,"Partially cloudy"
14951,3.72,"Melbourne Cricket Ground",55.4,53.89,39,0,0,23,23,"Partially cloudy"
14952,4.02325581395349,"Carrara Stadium",65.8,63.27,53,0,0,110,110,"Partially cloudy"
14953,2.97222222222222,"Docklands Stadium",54.6,57.19,39.8,0,0,22,22,"Overcast"
14954,3.71929824561404,"Adelaide Oval",48,73.48,39.9,0,0,71,71,"Clear"
14955,3.35294117647059,"Docklands Stadium",59.2,35.59,32,0,0,228,228,"Overcast"
14956,3.02272727272727,"Kardinia Park",59.6,35.29,32.1,0,0,231,231,"Clear"
14957,3.35294117647059,"Perth Stadium",82.7,16.05,32,0,0,250,250,"Partially cloudy"
14958,3.79591836734694,"Docklands Stadium",52.8,71.58,43.8,0,0,360,360,"Partially cloudy"
14959,3.35714285714286,"The Gabba",72.8,30.99,40.4,0,0,270,270,"Clear"
14960,3.71794871794872,"Melbourne Cricket Ground",57.3,55.2,41.3,0,0,338,338,"Partially cloudy"
14961,3.29310344827586,"Sydney Showground Stadium",67.3,29.42,34.3,0,0,278,278,"Clear"
14962,4,"Docklands Stadium",55.2,64.68,43.5,0,0,350,350,"Partially cloudy"
14963,2.75,"Adelaide Oval",52.6,81.05,47,0,0,288,288,"Partially cloudy"
14964,3.26190476190476,"Docklands Stadium",61.8,50.19,43.1,0,0,322,322,"Partially cloudy"
14965,3.10416666666667,"Melbourne Cricket Ground",61.7,49.89,42.8,0,0,276,276,"Partially cloudy"
14966,3.63157894736842,"Perth Stadium",89.7,20.66,44.2,0,0,280,280,"Clear"
14967,3.23404255319149,"Perth Stadium",83.7,29.41,48.5,0,0,168,168,"Clear"
14968,2.90740740740741,"Docklands Stadium",54.6,49.66,36.2,0,0,298,298,"Overcast"
14969,2.34146341463415,"Melbourne Cricket Ground",55.4,56.47,40.2,0,0,307,307,"Partially cloudy"
14970,2.96363636363636,"Sydney Showground Stadium",62.3,30.08,30.5,0,0,270,270,"Partially cloudy"
14971,2.71186440677966,"Melbourne Cricket Ground",53.1,59.84,39.5,0,0,350,350,"Overcast"
14972,3.24193548387097,"Adelaide Oval",52,81.47,46.5,0,0,312,312,"Partially cloudy"
14973,2.53846153846154,"Docklands Stadium",55.9,72.7,47.3,0,0,358,358,"Overcast"
14974,3.52727272727273,"The Gabba",69.7,44.76,47.3,0.006,0.006,64,64,"Rain"
14975,3.37209302325581,"Docklands Stadium",57.7,65.31,46.2,0,0,347,347,"Partially cloudy"
14976,3.17307692307692,"Adelaide Oval",48.8,63.01,36.8,0,0,231,231,"Partially cloudy"
14977,3.71153846153846,"Kardinia Park",58.7,45.33,37.6,0,0,339,339,"Partially cloudy"
14978,3.12280701754386,"Docklands Stadium",58.6,44.26,36.9,0,0,333,333,"Partially cloudy"
14979,3.83636363636364,"Sydney Cricket Ground",64.2,39.72,39.2,0,0,25,25,"Clear"
14980,3.01923076923077,"Docklands Stadium",54.7,55.83,39.2,0,0,349,349,"Clear"
14981,3.12244897959184,"Carrara Stadium",61.9,56.43,46.3,0,0,80,80,"Clear"
14982,3.921875,"Docklands Stadium",64.4,40.98,40.2,0,0,349,349,"Clear"
14983,4.01818181818182,"Melbourne Cricket Ground",64.4,43.54,41.8,0,0,235,235,"Partially cloudy"
14984,3.05555555555556,"Perth Stadium",82.4,51.73,62.9,0,0,270,270,"Partially cloudy"
14985,3.29545454545455,"Perth Stadium",84,40.23,57.3,0,0,240,240,"Clear"
14986,3.13725490196078,"Kardinia Park",57.8,94.2,56.2,0,0,24,24,"Overcast"
14987,2.58181818181818,"Sydney Cricket Ground",71.3,30.93,39,0,0,291,291,"Partially cloudy"
14988,3.54098360655738,"Adelaide Oval",50.3,91.91,48,0,0,69,69,"Partially cloudy"
14989,3.20338983050847,"Melbourne Cricket Ground",57.9,52.73,40.8,0,0,349,349,"Overcast"
14990,3.43103448275862,"Sydney Cricket Ground",65.8,47.18,45.1,0,0,40,40,"Overcast"
14991,3.34782608695652,"Kardinia Park",56.4,78,49.6,0,0,184,184,"Clear"
14992,3.11111111111111,"Sydney Showground Stadium",66.6,69.86,56.5,0,0,77,77,"Clear"
14993,3.23404255319149,"Sydney Cricket Ground",70.7,32.33,39.7,0,0,289,289,"Clear"
14994,4.42857142857143,"Docklands Stadium",70.9,61.21,56.9,0,0,142,142,"Partially cloudy"
14995,3.31481481481481,"Melbourne Cricket Ground",72.6,69.61,62.1,0,0,351,351,"Overcast"
14996,3.88679245283019,"Docklands Stadium",82.6,48.97,61.5,0,0,43,43,"Partially cloudy"
14997,3.89795918367347,"Sydney Cricket Ground",73.6,63.65,60.5,0,0,57,57,"Overcast"
14998,3.2258064516129,"Docklands Stadium",74.7,74.98,66.2,0,0,340,340,"Partially cloudy"
14999,3.51851851851852,"Carrara Stadium",75.4,71.85,65.7,0,0,90,90,"Partially cloudy"
15000,3.30434782608696,"Docklands Stadium",73.9,65.51,61.6,0,0,240,240,"Partially cloudy"
15001,4.06896551724138,"Adelaide Oval",85.3,43.02,60.3,0,0,295,295,"Partially cloudy"
15002,3.72,"Perth Stadium",87.8,70.48,77,0,0,340,340,"Clear"
15003,2.91666666666667,"Melbourne Cricket Ground",59.4,61.02,46,0,0,188,188,"Partially cloudy"
15004,3.31034482758621,"Docklands Stadium",59.4,55.19,43.3,0,0,184,184,"Partially cloudy"
15005,3.48214285714286,"Melbourne Cricket Ground",63.1,54.03,46.2,0,0,221,221,"Partially cloudy"
15006,3.6271186440678,"Sydney Showground Stadium",74.3,49.63,54.2,0,0,110,110,"Clear"
15007,3.55555555555556,"The Gabba",75.7,59.55,60.6,0,0,131,131,"Partially cloudy"
15008,3.88679245283019,"Perth Stadium",96.8,28.67,59,0,0,60,60,"Clear"
15009,3.66666666666667,"Kardinia Park",62.1,55.31,45.9,0,0,160,160,"Overcast"
15010,3.21739130434783,"Melbourne Cricket Ground",62.9,50.15,44.1,0,0,154,154,"Overcast"
15011,3.33333333333333,"Adelaide Oval",62.9,46.01,41.8,0,0,161,161,"Clear"
15012,2.73684210526316,"Sydney Cricket Ground",68.1,71.71,58.6,0,0,52,52,"Partially cloudy"
15013,3.07142857142857,"Docklands Stadium",79.1,33.97,48.3,0,0,359,359,"Clear"
15014,2.48148148148148,"Melbourne Cricket Ground",81.2,31.68,48.3,0,0,1,1,"Partially cloudy"
15015,3.68333333333333,"Kardinia Park",72.4,43.94,49.2,0,0,217,217,"Partially cloudy"
15016,3.46153846153846,"Adelaide Oval",62.5,74.59,54.3,0,0,250,250,"Partially cloudy"
15017,2.92592592592593,"Perth Stadium",89.7,58.17,73,0,0,260,260,"Overcast"
15018,3.03389830508475,"Docklands Stadium",54.2,79,47.8,0,0,309,309,"Partially cloudy"
15019,2.44736842105263,"Docklands Stadium",54,73.61,45.7,0,0,0,0,"Rain, Overcast"
15020,3.54716981132075,"Carrara Stadium",76.6,61.49,62.3,0,0,69,69,"Partially cloudy"
15021,3.06,"Perth Stadium",84.4,44.82,60.6,0,0,81,81,"Partially cloudy"
15022,3.05454545454545,"Docklands Stadium",61.7,67.27,50.7,0,0,189,189,"Overcast"
15023,3.74545454545455,"Melbourne Cricket Ground",60,55.57,44.1,0,0,231,231,"Overcast"
15024,3.22413793103448,"Sydney Showground Stadium",71.4,59.48,56.5,0,0,117,117,"Partially cloudy"
15025,3.63461538461538,"Docklands Stadium",58,54.03,41.5,0,0,214,214,"Partially cloudy"
15026,3.86885245901639,"Adelaide Oval",62.8,60.47,48.9,0,0,188,188,"Partially cloudy"
15027,2.57446808510638,"Melbourne Cricket Ground",69.3,42.59,45.6,0,0,189,189,"Partially cloudy"
15028,3.15789473684211,"The Gabba",74.8,51.28,55.6,0,0,60,60,"Partially cloudy"
15029,3.31481481481481,"Melbourne Cricket Ground",63.9,69.19,53.6,0,0,199,199,"Partially cloudy"
15030,3.13793103448276,"Adelaide Oval",59.6,79.15,53.2,0,0,164,164,"Clear"
15031,3.21538461538462,"Docklands Stadium",70.8,64.2,58.1,0,0,343,343,"Partially cloudy"
15032,4,"Carrara Stadium",72.9,51.6,54,0,0,110,110,"Partially cloudy"
15033,3.09433962264151,"Sydney Cricket Ground",71.4,68.58,60.5,0,0,353,353,"Partially cloudy"
15034,3.15384615384615,"Perth Stadium",89.9,59.08,73.7,0,0,230,230,"Partially cloudy"
15035,3.78181818181818,"Docklands Stadium",70.3,60.23,55.9,0,0,0,0,"Rain, Partially cloudy"
15036,3.94,"Melbourne Cricket Ground",68.2,67.52,57.1,0,0,188,188,"Partially cloudy"
15037,3.55813953488372,"Melbourne Cricket Ground",70.1,66.97,58.6,0,0,28,28,"Partially cloudy"
15038,3.27777777777778,"Docklands Stadium",62.6,76.83,55.3,0,0,0,0,"Rain, Overcast"
15039,2.89795918367347,"Sydney Showground Stadium",62,67.65,51.2,0,0,190,190,"Clear"
15040,3.6734693877551,"Melbourne Cricket Ground",63.8,75.16,55.8,0,0,240,240,"Overcast"
15041,3.65957446808511,"Docklands Stadium",63.9,75.41,56,0,0,198,198,"Partially cloudy"
15042,3.50819672131148,"The Gabba",73.5,49.54,53.5,0,0,72,72,"Partially cloudy"
15043,3.73584905660377,"Docklands Stadium",60.2,77.54,53.2,0,0,188,188,"Partially cloudy"
15044,3.48936170212766,"Perth Stadium",78.8,57.35,62.4,0,0,92,92,"Partially cloudy"
15045,3.19298245614035,"Docklands Stadium",62.1,54.24,45.3,0,0,296,296,"Partially cloudy"
15046,3.23636363636364,"Kardinia Park",62.6,56.74,47,0,0,339,339,"Overcast"
15047,3.90196078431373,"Adelaide Oval",61.2,56.72,45.7,0,0,311,311,"Overcast"
15048,3.29824561403509,"Docklands Stadium",61.1,64.28,49,0,0,3,3,"Clear"
15049,3.38805970149254,"Docklands Stadium",66.2,40.66,41.5,0,0,347,347,"Overcast"
15050,3.3,"Melbourne Cricket Ground",61.3,67.22,50.3,0,0,268,268,"Partially cloudy"
15051,3.82978723404255,"Adelaide Oval",60.2,55.9,44.4,0,0,203,203,"Clear"
15052,2.78181818181818,"Docklands Stadium",53.6,69.56,43.9,0,0,289,289,"Overcast"
15053,3.49206349206349,"Carrara Stadium",69.1,69.27,58.6,0,0,130,130,"Partially cloudy"
15054,3.68421052631579,"Sydney Cricket Ground",68.2,34.64,39.3,0,0,233,233,"Partially cloudy"
15055,3.8125,"Melbourne Cricket Ground",58.1,53.09,41.1,0.009,0.009,205,205,"Rain, Overcast"
15056,3.29310344827586,"Perth Stadium",94.8,19.37,46.7,0,0,120,120,"Clear"
15057,2.80434782608696,"Perth Stadium",78.1,66.08,65.8,0,0,249,249,"Clear"
15058,3.43396226415094,"Melbourne Cricket Ground",59.2,63.01,46.6,0,0,206,206,"Clear"
15059,3.34090909090909,"Docklands Stadium",58.6,63.85,46.4,0,0,195,195,"Partially cloudy"
15060,3.49122807017544,"Sydney Showground Stadium",69.3,69.09,58.7,0,0,54,54,"Partially cloudy"
15061,3.38983050847458,"Docklands Stadium",53.3,76.38,46.1,0,0,166,166,"Clear"
15062,3.71739130434783,"Adelaide Oval",53.5,72.78,44.9,0,0,116,116,"Clear"
15063,2.69811320754717,"Carrara Stadium",67.9,86.9,63.8,0,0,89,89,"Partially cloudy"
15064,3.04347826086957,"Melbourne Cricket Ground",55.7,77.06,48.6,0,0,40,40,"Overcast"
15065,3.30508474576271,"Docklands Stadium",57.7,74.48,49.7,0,0,198,198,"Overcast"
15066,3.85106382978723,"Kardinia Park",60.1,78.4,53.3,0,0,11,11,"Clear"
15067,3.26785714285714,"Docklands Stadium",63.9,62.21,50.7,0,0,353,353,"Partially cloudy"
15068,2.81132075471698,"Sydney Showground Stadium",69.1,69.52,58.7,0,0,128,128,"Partially cloudy"
15069,2.85507246376812,"The Gabba",64.5,93.45,62.6,0,0,0,0,"Clear"
15070,3.29787234042553,"Melbourne Cricket Ground",59.3,76.91,52,0,0,17,17,"Clear"
15071,3.33928571428571,"Docklands Stadium",63.9,67.96,53.1,0,0,1,1,"Overcast"
15072,3.03225806451613,"Melbourne Cricket Ground",63.1,68.95,52.7,0,0,353,353,"Partially cloudy"
15073,3.09302325581395,"Perth Stadium",84,26.94,46.4,0,0,270,270,"Clear"
15074,2.68965517241379,"Kardinia Park",60.3,70.75,50.8,0,0,350,350,"Overcast"
15075,3.47727272727273,"Sydney Cricket Ground",63.4,72.82,54.6,0,0,160,160,"Partially cloudy"
15076,3.06666666666667,"Docklands Stadium",62.9,61.65,49.5,0,0,1,1,"Clear"
15077,3.25,"Melbourne Cricket Ground",62.5,62.16,49.3,0,0,9,9,"Partially cloudy"
15078,2.52631578947368,"Melbourne Cricket Ground",62.1,61.96,48.9,0,0,353,353,"Partially cloudy"
15079,3.05172413793103,"Adelaide Oval",53.9,92.42,51.8,0,0,264,264,"Partially cloudy"
15080,3.46666666666667,"Melbourne Cricket Ground",57.8,49.72,39.2,0,0,289,289,"Partially cloudy"
15081,3.76363636363636,"Docklands Stadium",51.6,68.81,41.7,0,0,0,0,"Rain, Partially cloudy"
15082,3.56862745098039,"Perth Stadium",89.7,29.5,53.7,0,0,160,160,"Partially cloudy"
15083,2.57142857142857,"Adelaide Oval",45.5,79.51,39.6,0,0,90,90,"Clear"
15084,2.77586206896552,"Kardinia Park",53.6,72.81,45.1,0,0,228,228,"Overcast"
15085,3.16666666666667,"Carrara Stadium",71,44.01,48,0,0,189,189,"Partially cloudy"
15086,3.61016949152542,"Sydney Showground Stadium",60.7,76.77,53.3,0,0,199,199,"Partially cloudy"
15087,2.91071428571429,"Docklands Stadium",49.9,88.05,46.5,0,0,207,207,"Clear"
15088,3.0655737704918,"Perth Stadium",87.6,15.59,35.2,0,0,120,120,"Clear"
15089,2.52,"Sydney Cricket Ground",60.1,82.69,54.8,0,0,174,174,"Partially cloudy"
15090,3.05660377358491,"Adelaide Oval",49,85.8,44.9,0,0,159,159,"Partially cloudy"
15091,2.81967213114754,"Melbourne Cricket Ground",57.7,68.95,47.6,0,0,106,106,"Clear"
15092,3.49019607843137,"The Gabba",69.3,66.42,57.6,0,0,140,140,"Partially cloudy"
15093,2.90625,"Docklands Stadium",48.3,97.26,47.5,0,0,212,212,"Clear"
15094,2.66666666666667,"Docklands Stadium",57.1,67.45,46.4,0,0,260,260,"Partially cloudy"
15095,3.73076923076923,"Melbourne Cricket Ground",59,77.76,52,0.001,0.001,210,210,"Rain, Overcast"
15096,2.83018867924528,"Perth Stadium",74.2,39.8,48.2,0,0,143,143,"Overcast"
15097,2.82142857142857,"Docklands Stadium",49.8,91.04,47.2,0,0,20,20,"Clear"
15098,3.08333333333333,"Melbourne Cricket Ground",58.4,65.38,46.8,0,0,263,263,"Clear"
15099,3.68518518518519,"Adelaide Oval",57.5,79.88,51.3,0,0,242,242,"Clear"
15100,3.29787234042553,"Carrara Stadium",65.9,87.49,62.1,0,0,170,170,"Partially cloudy"
15101,3.34,"Docklands Stadium",59.4,69.87,49.5,0,0,203,203,"Clear"
15102,3.60416666666667,"Adelaide Oval",49.6,59.23,36,0,0,46,46,"Clear"
15103,2.75409836065574,"Sydney Cricket Ground",58.7,67.79,48.1,0,0,322,322,"Partially cloudy"
15104,2.88679245283019,"Melbourne Cricket Ground",52.7,56.13,37.5,0,0,225,225,"Clear"
15105,3.52307692307692,"The Gabba",71,44.97,48.6,0,0,40,40,"Clear"
15106,3.60344827586207,"Docklands Stadium",51.2,57.83,36.9,0,0,265,265,"Overcast"
15107,3.36842105263158,"Perth Stadium",78.4,65.11,65.8,0,0,250,250,"Overcast"
15108,3.2,"Kardinia Park",55.9,57.97,41.4,0,0,328,328,"Overcast"
15109,2.63461538461538,"Melbourne Cricket Ground",55.7,58.06,41.2,0,0,331,331,"Overcast"
15110,2.83606557377049,"Docklands Stadium",57.2,54.51,40.9,0,0,320,320,"Partially cloudy"
15111,2.6530612244898,"Melbourne Cricket Ground",44.1,79.89,38.3,0,0,145,145,"Partially cloudy"
15112,3.18,"Docklands Stadium",53.9,53.11,37.2,0,0,351,351,"Clear"
15113,3.46808510638298,"Docklands Stadium",53.7,50.71,35.9,0,0,352,352,"Clear"
15114,3.41269841269841,"Carrara Stadium",62.7,45.48,41.4,0,0,90,90,"Clear"
15115,3.42105263157895,"Sydney Showground Stadium",52.7,70.68,43.4,0,0,215,215,"Partially cloudy"
15116,2.66666666666667,"Adelaide Oval",48.6,75.03,41,0,0,45,45,"Partially cloudy"
15117,3.07272727272727,"Docklands Stadium",55,39.68,30.9,0,0,352,352,"Clear"
15118,3.8,"Melbourne Cricket Ground",56.9,36.59,30.6,0.001,0.001,359,359,"Rain"
15119,3.01818181818182,"Perth Stadium",82.7,51.28,62.9,0,0,250,250,"Partially cloudy"
15120,3.42857142857143,"Adelaide Oval",49.5,88.55,46.3,0,0,266,266,"Partially cloudy"
15121,3.73076923076923,"Melbourne Cricket Ground",55.2,64.7,43.5,0,0,289,289,"Overcast"
15122,3.80392156862745,"Melbourne Cricket Ground",55.3,64.54,43.5,0,0,311,311,"Partially cloudy"
15123,3.15094339622642,"Sydney Cricket Ground",63.7,39.42,38.6,0,0,291,291,"Clear"
15124,3.18918918918919,"The Gabba",60.4,45.67,39.3,0,0,260,260,"Clear"
15125,3.3015873015873,"Docklands Stadium",51,72.55,42.5,0,0,351,351,"Clear"
15126,3.64444444444444,"Docklands Stadium",56.7,50.53,38.6,0,0,282,282,"Overcast"
15127,3.38,"Docklands Stadium",55.8,50.19,37.5,0,0,300,300,"Partially cloudy"
15128,3.64285714285714,"Perth Stadium",78.4,12.53,22.6,0,0,170,170,"Clear"
15129,2.91525423728814,"Docklands Stadium",51.5,64.28,39.8,0,0,309,309,"Partially cloudy"
15130,3.35294117647059,"Kardinia Park",51.4,62.86,39.1,0,0,189,189,"Partially cloudy"
